area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	090:LISA REMMER	091:NANCY PELOSI
PCT9521	MV	939	442	0	0	0	8	434	32	402
PCT9701	ED	671	200	0	0	0	11	189	18	171
PCT9701	MV	671	339	0	0	0	22	317	55	262
PCT9702	ED	723	209	0	0	0	8	201	14	187
PCT9702	MV	723	364	0	0	0	11	353	41	312
PCT9703	ED	986	232	0	0	0	12	220	40	180
PCT9703	MV	986	529	0	0	0	23	506	93	413
PCT9704	ED	950	279	0	0	1	9	269	34	235
PCT9704	MV	950	504	0	0	0	24	480	79	401
PCT9705	ED	919	260	3	0	0	10	247	28	219
PCT9705	MV	919	483	0	0	0	17	466	40	426
PCT9706	MV	49	39	0	0	0	2	37	4	33
PCT9707	ED	821	172	0	0	0	9	163	42	121
PCT9707	MV	821	491	0	0	0	20	471	99	372
PCT9708	ED	948	248	0	0	0	6	242	33	209
PCT9708	MV	948	500	0	0	0	19	481	47	434
PCT9709	ED	1028	281	7	0	0	9	265	47	218
PCT9709	MV	1028	517	0	0	0	23	494	91	403
PCT9711	ED	641	195	0	0	0	6	189	30	159
PCT9711	MV	641	336	0	0	0	8	328	56	272
PCT9713	ED	960	225	1	0	0	10	214	39	175
PCT9713	MV	960	489	0	0	0	19	470	110	360
PCT9716	ED	947	238	0	0	0	18	220	43	177
PCT9716	MV	947	481	0	0	0	26	455	86	369
PCT9717	ED	972	265	0	0	0	17	248	52	196
PCT9717	MV	972	532	0	0	0	18	514	93	421
PCT9732	MV	70	56	0	0	1	0	55	11	44
CONG12	TO	443570	332140	87	0	107	15211	316735	41744	274991
ASSM17	TO	291063	214584	62	0	80	10213	204229	22473	181756
ASSM19	TO	152507	117556	25	0	27	4998	112506	19271	93235
BART7	TO	38460	24701	3	0	6	1136	23556	3035	20521
BART8	TO	173681	130687	31	0	34	5946	124676	22437	102239
BART9	TO	231429	176752	53	0	67	8129	168503	16272	152231
SUPV1	TO	42767	32717	7	0	6	1463	31241	4936	26305
SUPV2	TO	50394	40340	1	0	10	1243	39086	7342	31744
SUPV3	TO	39799	28528	2	0	10	1532	26984	4187	22797
SUPV4	TO	42453	31307	8	0	10	1718	29571	5717	23854
SUPV5	TO	53744	41997	5	0	13	1707	40272	3315	36957
SUPV6	TO	43321	29109	2	0	14	1608	27485	3621	23864
SUPV7	TO	18498	14917	12	0	4	580	14321	2211	12110
SUPV8	TO	57714	48295	31	0	14	1783	46467	3484	42983
SUPV9	TO	42988	31742	10	0	11	1786	29935	2766	27169
SUPV10	TO	41589	26290	9	0	9	1402	24870	3093	21777
SUPV11	TO	10303	6898	0	0	6	389	6503	1072	5431
NEIG1	TO	19914	11260	1	0	3	636	10620	1312	9308
NEIG2	TO	17446	12417	1	0	6	698	11712	1834	9878
NEIG3	TO	28644	19019	1	0	12	1158	17848	2481	15367
NEIG4	TO	7002	5798	3	0	3	204	5588	592	4996
NEIG5	TO	10303	6898	0	0	6	389	6503	1072	5431
NEIG6	TO	14982	12227	2	0	4	502	11719	766	10953
NEIG8	TO	9734	7850	0	0	0	331	7519	741	6778
NEIG10	TO	10097	8001	0	0	3	266	7732	986	6746
NEIG11	TO	40622	32340	5	0	11	1001	31323	5941	25382
NEIG12	TO	31129	23270	3	0	7	1313	21947	1580	20367
NEIG13	TO	16964	14401	3	0	5	508	13885	1138	12747
NEIG14	TO	8795	7262	2	0	1	335	6924	439	6485
NEIG15	TO	7019	5227	0	0	0	257	4970	850	4120
NEIG26	TO	9293	6101	2	0	3	362	5734	1075	4659
NEIG16	TO	16814	13062	3	0	2	535	12522	1211	11311
NEIG17	TO	37322	28480	5	0	3	1279	27193	4394	22799
NEIG18	TO	8050	6586	1	0	1	235	6349	1200	5149
NEIG19	TO	9419	7384	6	0	5	318	7055	557	6498
NEIG20	TO	24674	17016	2	0	6	864	16144	2234	13910
NEIG21	TO	41863	30854	8	0	10	1694	29142	5667	23475
NEIG22	TO	18966	16173	12	0	3	550	15608	997	14611
NEIG23	TO	7866	4340	3	0	2	309	4026	809	3217
NEIG24	TO	16575	13361	12	0	4	520	12825	2036	10789
NEIG25	TO	30077	22813	12	0	7	947	21847	1832	20015
