area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	080:GREG CONLON	081:FIONA MA
PCT7708	MV	871	540	0	0	0	18	522	72	450
PCT7709	ED	391	102	0	0	0	7	95	13	82
PCT7709	MV	391	222	0	0	0	10	212	30	182
PCT7711	ED	766	197	0	0	0	10	187	18	169
PCT7711	MV	766	422	0	0	0	12	410	36	374
PCT7712	ED	529	148	0	0	0	8	140	13	127
PCT7712	MV	529	296	0	0	0	7	289	34	255
PCT7801	ED	1001	263	1	0	0	9	253	22	231
PCT7801	MV	1001	596	0	0	0	18	578	55	523
PCT7802	ED	788	229	0	0	0	15	214	15	199
PCT7802	MV	788	458	0	0	0	19	439	37	402
PCT7803	ED	828	173	0	0	0	14	159	12	147
PCT7803	MV	828	552	0	0	0	27	525	44	481
PCT7804	ED	893	257	0	0	0	14	243	9	234
PCT7804	MV	893	533	0	0	0	24	509	33	476
PCT7805	ED	825	226	0	0	0	13	213	9	204
PCT7805	MV	825	484	0	0	0	20	464	38	426
PCT7806	ED	716	207	2	0	0	9	196	10	186
PCT7806	MV	716	406	0	0	0	21	385	23	362
PCT7807	ED	844	276	0	0	0	10	266	16	250
PCT7807	MV	844	417	0	0	0	23	394	18	376
PCT7808	ED	655	211	0	0	0	11	200	11	189
PCT7808	MV	655	333	0	0	0	19	314	20	294
PCT7809	ED	781	237	0	0	0	10	227	15	212
PCT7809	MV	781	405	0	0	0	13	392	19	373
PCT7811	ED	783	249	0	0	0	13	236	19	217
PCT7811	MV	783	404	0	0	0	13	391	24	367
PCT7812	ED	877	256	0	0	0	18	238	24	214
PCT7812	MV	877	454	0	0	0	20	434	25	409
PCT7813	ED	1064	308	1	0	0	16	291	13	278
PCT7813	MV	1064	585	0	0	0	27	558	26	532
PCT7814	ED	936	227	0	0	0	17	210	24	186
PCT7814	MV	936	340	0	0	1	13	326	24	302
PCT7815	ED	954	238	0	0	0	8	230	11	219
PCT7815	MV	954	573	0	0	0	27	546	30	516
PCT7816	ED	865	235	0	0	0	10	225	14	211
PCT7816	MV	865	531	1	0	0	18	512	24	488
PCT7817	ED	823	276	0	0	0	16	260	17	243
PCT7817	MV	823	439	0	0	0	19	420	11	409
PCT7818	ED	860	232	0	0	0	14	218	7	211
PCT7818	MV	860	452	2	0	0	24	426	13	413
PCT7819	ED	793	191	0	0	0	9	182	22	160
PCT7819	MV	793	420	0	0	0	21	399	28	371
PCT7821	ED	985	247	0	0	0	21	226	18	208
PCT7821	MV	985	629	0	0	0	22	607	44	563
PCT7822	ED	908	275	0	0	0	13	262	21	241
PCT7822	MV	908	479	0	0	0	18	461	36	425
PCT7823	ED	879	269	6	0	0	8	255	7	248
PCT7823	MV	879	501	0	0	0	22	479	33	446
PCT7824	ED	768	246	0	0	1	17	228	13	215
PCT7824	MV	768	383	0	0	0	25	358	23	335
PCT7825	ED	597	191	0	0	0	9	182	11	171
PCT7825	MV	597	302	0	0	0	10	292	17	275
PCT7826	ED	684	258	0	0	0	12	246	12	234
PCT7826	MV	684	319	0	0	0	21	298	16	282
PCT7827	ED	831	261	0	0	0	14	247	10	237
PCT7827	MV	831	361	0	0	0	18	343	25	318
PCT7828	ED	1018	260	0	0	0	12	248	23	225
PCT7828	MV	1018	549	0	0	0	20	529	35	494
PCT7829	ED	907	237	1	0	0	13	223	28	195
PCT7829	MV	907	557	0	0	1	11	545	49	496
PCT7831	ED	882	233	0	0	0	8	225	13	212
PCT7831	MV	882	544	0	0	0	17	527	25	502
PCT7832	ED	780	187	0	0	0	7	180	8	172
PCT7832	MV	780	487	0	0	0	19	468	31	437
PCT7833	ED	747	230	0	0	0	15	215	14	201
PCT7833	MV	747	412	0	0	0	20	392	21	371
PCT7834	ED	867	276	0	0	0	13	263	21	242
PCT7834	MV	867	438	0	0	0	18	420	13	407
PCT7835	ED	847	209	0	0	0	11	198	19	179
PCT7835	MV	847	505	1	0	0	19	485	34	451
PCT7836	ED	1023	259	0	0	0	11	248	20	228
PCT7836	MV	1023	623	0	0	0	24	599	64	535
PCT7837	ED	911	259	0	0	0	7	252	21	231
PCT7837	MV	911	509	2	0	0	26	481	37	444
PCT7838	ED	926	239	0	0	0	13	226	13	213
PCT7838	MV	926	545	0	0	0	22	523	33	490
PCT7839	ED	842	205	0	0	0	13	192	15	177
PCT7839	MV	842	515	0	0	0	13	502	40	462
PCT7841	ED	937	290	0	0	0	16	274	10	264
PCT7841	MV	937	526	0	0	0	27	499	31	468
PCT7842	ED	903	283	0	0	0	14	269	17	252
PCT7842	MV	903	434	0	0	0	30	404	32	372
PCT7843	ED	767	231	0	0	0	14	217	13	204
PCT7843	MV	767	380	0	0	0	13	367	21	346
PCT7844	ED	663	196	0	0	0	12	184	14	170
PCT7844	MV	663	329	0	0	0	21	308	30	278
PCT7845	ED	849	241	0	0	0	21	220	22	198
PCT7845	MV	849	469	0	0	0	19	450	30	420
PCT7846	ED	904	259	0	0	0	12	247	26	221
PCT7846	MV	904	509	0	0	0	21	488	53	435
PCT7847	ED	929	261	0	0	0	11	250	27	223
PCT7847	MV	929	529	0	0	0	27	502	30	472
PCT7848	ED	834	232	0	0	0	9	223	19	204
PCT7848	MV	834	491	0	0	0	23	468	29	439
PCT7849	ED	929	263	0	0	0	13	250	15	235
PCT7849	MV	929	522	0	0	0	28	494	32	462
PCT7851	ED	513	136	0	0	0	7	129	14	115
PCT7851	MV	513	298	0	0	0	12	286	32	254
PCT7852	ED	647	143	0	0	1	5	137	17	120
PCT7852	MV	647	394	0	0	0	22	372	46	326
PCT7853	ED	850	214	0	0	0	9	205	16	189
PCT7853	MV	850	479	0	0	0	15	464	38	426
PCT7854	ED	894	247	0	0	0	14	233	21	212
PCT7854	MV	894	500	0	0	0	25	475	37	438
PCT7855	ED	986	299	0	0	0	14	285	16	269
PCT7855	MV	986	521	0	0	0	34	487	46	441
PCT7856	ED	800	265	0	0	0	5	260	13	247
PCT7856	MV	800	425	0	0	0	21	404	26	378
PCT7857	ED	933	275	0	0	0	17	258	14	244
PCT7857	MV	933	517	0	0	0	34	483	39	444
PCT7858	ED	775	244	0	0	0	13	231	22	209
PCT7858	MV	775	394	0	0	0	25	369	21	348
PCT7859	ED	891	249	0	0	0	9	240	19	221
PCT7859	MV	891	513	0	0	0	17	496	52	444
PCT7861	ED	859	217	0	0	0	13	204	22	182
PCT7861	MV	859	510	0	0	0	28	482	48	434
PCT7862	ED	866	301	0	0	0	14	287	19	268
PCT7862	MV	866	472	0	0	0	21	451	46	405
PCT7863	ED	907	310	0	0	0	18	292	18	274
PCT7863	MV	907	440	0	0	0	26	414	25	389
PCT7864	ED	807	232	0	0	0	14	218	19	199
PCT7864	MV	807	426	0	0	0	10	416	40	376
PCT7865	ED	823	241	0	0	0	13	228	16	212
PCT7865	MV	823	463	0	0	0	16	447	44	403
PCT7866	ED	836	209	0	0	0	8	201	33	168
PCT7866	MV	836	491	0	0	0	11	480	68	412
PCT7867	ED	955	266	0	0	0	18	248	20	228
PCT7867	MV	955	510	0	0	0	26	484	50	434
PCT7868	ED	881	242	0	0	0	11	231	19	212
PCT7868	MV	881	449	1	0	1	17	430	45	385
PCT7869	ED	867	239	0	0	0	7	232	13	219
PCT7869	MV	867	489	0	0	0	17	472	44	428
PCT7871	ED	900	259	0	0	0	13	246	18	228
PCT7871	MV	900	502	2	0	1	15	484	35	449
PCT7872	ED	862	287	0	0	0	16	271	16	255
PCT7872	MV	862	472	0	0	0	25	447	31	416
PCT7873	ED	861	257	0	0	0	12	245	13	232
PCT7873	MV	861	501	0	0	0	18	483	26	457
PCT7874	ED	477	137	0	0	0	7	130	12	118
PCT7874	MV	477	255	1	0	0	8	246	14	232
PCT7875	ED	623	180	0	0	0	10	170	17	153
PCT7875	MV	623	285	0	0	0	21	264	31	233
PCT7876	ED	498	154	10	0	0	10	134	12	122
PCT7876	MV	498	269	0	0	0	17	252	12	240
PCT7901	ED	522	135	0	0	1	16	118	9	109
PCT7901	MV	522	198	0	0	0	13	185	16	169
PCT7902	ED	968	258	0	0	0	13	245	27	218
PCT7902	MV	968	401	0	0	0	19	382	29	353
PCT7903	ED	840	201	0	0	0	14	187	24	163
PCT7903	MV	840	350	0	0	0	20	330	20	310
PCT7904	ED	877	210	0	0	0	18	192	17	175
PCT7904	MV	877	403	0	0	0	22	381	37	344
PCT7905	ED	851	253	0	0	0	14	239	19	220
PCT7905	MV	851	409	1	0	0	23	385	36	349
PCT7906	ED	787	244	0	0	1	20	223	14	209
PCT7906	MV	787	335	0	0	0	14	321	17	304
PCT7907	ED	950	278	0	0	0	26	252	23	229
PCT7907	MV	950	425	0	0	0	20	405	15	390
PCT7908	ED	949	283	0	0	0	24	259	27	232
PCT7908	MV	949	408	0	0	0	33	375	36	339
PCT7909	ED	733	251	0	0	0	10	241	13	228
PCT7909	MV	733	303	0	0	0	14	289	12	277
PCT7911	ED	860	244	0	0	0	13	231	21	210
PCT7911	MV	860	395	0	0	0	18	377	28	349
PCT7912	ED	1065	290	0	0	0	22	268	23	245
PCT7912	MV	1065	463	0	0	0	29	434	20	414
PCT7913	ED	913	312	0	0	0	22	290	19	271
PCT7913	MV	913	378	0	0	0	23	355	26	329
PCT7914	ED	883	278	0	0	0	20	258	14	244
PCT7914	MV	883	425	0	0	0	23	402	23	379
PCT7915	ED	831	265	0	0	0	15	250	10	240
PCT7915	MV	831	351	0	0	1	20	330	20	310
PCT7916	ED	888	283	0	0	0	21	262	15	247
PCT7916	MV	888	421	0	0	1	15	405	29	376
PCT7917	ED	1015	312	0	0	0	23	289	17	272
PCT7917	MV	1015	428	0	0	0	20	408	31	377
PCT7918	ED	836	253	0	0	0	21	232	17	215
PCT7918	MV	836	379	0	0	0	15	364	16	348
PCT7919	ED	895	308	0	0	0	15	293	17	276
PCT7919	MV	895	376	0	0	0	17	359	25	334
PCT7921	ED	917	231	0	0	0	18	213	15	198
PCT7921	MV	917	366	0	0	1	22	343	35	308
PCT7922	ED	831	250	0	0	0	9	241	9	232
PCT7922	MV	831	383	0	0	0	18	365	29	336
PCT7923	ED	885	262	0	0	0	11	251	20	231
PCT7923	MV	885	403	0	0	0	18	385	32	353
PCT7924	ED	842	238	0	0	0	16	222	11	211
PCT7924	MV	842	382	0	0	0	13	369	39	330
PCT7925	ED	567	156	0	0	0	6	150	9	141
PCT7925	MV	567	293	0	0	0	11	282	21	261
PCT7926	ED	795	229	0	0	0	10	219	17	202
PCT7926	MV	795	390	0	0	0	15	375	18	357
PCT7927	ED	747	241	0	0	0	12	229	14	215
PCT7927	MV	747	392	0	0	0	20	372	23	349
PCT7928	ED	931	284	0	0	0	14	270	11	259
PCT7928	MV	931	489	0	0	0	25	464	40	424
PCT7929	ED	864	248	0	0	0	10	238	19	219
PCT7929	MV	864	509	1	0	0	20	488	32	456
PCT7931	ED	738	219	0	0	0	14	205	14	191
PCT7931	MV	738	408	0	0	0	18	390	20	370
PCT7932	ED	551	157	1	0	0	10	146	11	135
PCT7932	MV	551	285	0	0	0	10	275	20	255
PCT7933	MV	6	4	0	0	0	0	4	0	4
PCT7934	ED	890	250	0	0	0	16	234	10	224
PCT7934	MV	890	472	0	0	0	29	443	23	420
PCT7935	ED	970	305	0	0	0	14	291	17	274
PCT7935	MV	970	519	0	0	0	27	492	30	462
PCT7936	ED	856	287	0	0	0	12	275	17	258
PCT7936	MV	856	428	0	0	0	22	406	24	382
PCT7937	ED	886	267	0	0	0	25	242	19	223
PCT7937	MV	886	434	0	0	0	22	412	27	385
PCT7938	ED	788	213	0	0	0	11	202	18	184
PCT7938	MV	788	337	0	0	0	13	324	21	303
PCT7939	ED	688	253	0	0	0	9	244	14	230
PCT7939	MV	688	326	0	0	0	19	307	14	293
PCT7941	ED	751	218	0	0	0	12	206	11	195
PCT7941	MV	751	348	0	0	0	17	331	12	319
PCT7942	ED	914	257	1	0	0	11	245	26	219
PCT7942	MV	914	412	0	0	0	29	383	25	358
PCT7943	ED	872	257	4	0	0	12	241	21	220
PCT7943	MV	872	439	0	0	0	26	413	51	362
PCT7944	ED	801	243	0	0	0	11	232	8	224
PCT7944	MV	801	381	0	0	0	14	367	26	341
PCT7945	ED	915	186	0	0	0	10	176	17	159
PCT7945	MV	915	412	0	0	0	24	388	36	352
PCT7946	ED	945	183	0	0	0	12	171	21	150
PCT7946	MV	945	451	0	0	0	23	428	74	354
PCT7947	ED	946	182	0	0	0	21	161	23	138
PCT7947	MV	946	430	0	0	0	31	399	54	345
PCT7948	ED	928	209	0	0	0	9	200	24	176
PCT7948	MV	928	422	0	0	1	20	401	59	342
PCT7949	ED	569	100	0	0	0	7	93	20	73
PCT7949	MV	569	292	0	0	2	21	269	50	219
PCT7951	ED	854	166	0	0	0	16	150	20	130
PCT7951	MV	854	424	0	0	0	22	402	85	317
PCT7952	ED	866	167	0	0	0	13	154	30	124
PCT7952	MV	866	359	0	0	0	12	347	45	302
PCT7953	ED	824	186	2	0	0	7	177	24	153
PCT7953	MV	824	402	0	0	0	18	384	71	313
PCT7955	ED	902	199	0	0	1	13	185	37	148
PCT7955	MV	902	434	0	0	0	26	408	71	337
PCT7956	ED	823	136	0	0	0	11	125	27	98
PCT7956	MV	823	353	0	0	0	26	327	63	264
PCT7957	ED	646	147	0	0	0	12	135	12	123
PCT7957	MV	646	298	0	0	0	12	286	31	255
PCT7958	MV	290	141	0	0	0	13	128	27	101
PCT7959	ED	727	157	0	0	0	9	148	13	135
PCT7959	MV	727	326	0	0	0	20	306	22	284
PCT9001	MV	273	142	0	0	0	6	136	18	118
PCT9101	ED	888	260	0	0	0	8	252	35	217
PCT9101	MV	888	438	0	0	0	21	417	73	344
PCT9102	ED	985	257	0	0	0	16	241	44	197
PCT9102	MV	985	471	0	0	0	18	453	82	371
PCT9103	ED	954	272	0	0	0	14	258	44	214
PCT9103	MV	954	431	0	0	0	25	406	62	344
PCT9104	ED	988	239	0	0	0	16	223	26	197
PCT9104	MV	988	465	0	0	0	27	438	69	369
PCT9105	ED	919	247	0	0	0	11	236	35	201
PCT9105	MV	919	488	0	0	0	33	455	68	387
PCT9106	ED	937	268	1	0	1	12	254	36	218
PCT9106	MV	937	497	0	0	0	25	472	66	406
PCT9107	ED	849	218	0	0	0	6	212	31	181
PCT9107	MV	849	372	0	0	0	17	355	54	301
PCT9108	ED	790	246	0	0	0	14	232	25	207
PCT9108	MV	790	373	1	0	1	15	356	41	315
PCT9109	ED	884	263	0	0	0	15	248	35	213
PCT9109	MV	884	427	0	0	0	17	410	31	379
PCT9111	ED	779	229	0	0	0	12	217	25	192
PCT9111	MV	779	346	0	0	0	21	325	44	281
PCT9112	ED	976	284	0	0	0	12	272	32	240
PCT9112	MV	976	467	0	0	0	28	439	48	391
PCT9113	ED	999	310	0	0	0	12	298	42	256
PCT9113	MV	999	505	0	0	0	24	481	69	412
PCT9114	ED	877	263	0	0	0	14	249	27	222
PCT9114	MV	877	405	0	0	0	23	382	50	332
PCT9115	ED	911	258	0	0	0	13	245	18	227
PCT9115	MV	911	429	0	0	0	23	406	43	363
PCT9116	ED	944	281	1	0	0	10	270	36	234
PCT9116	MV	944	473	0	0	0	30	443	58	385
PCT9117	ED	783	222	0	0	0	12	210	31	179
PCT9117	MV	783	398	0	0	0	19	379	47	332
PCT9118	ED	974	286	0	0	0	20	266	36	230
PCT9118	MV	974	426	0	0	0	19	407	69	338
PCT9119	ED	891	237	0	0	0	17	220	34	186
PCT9119	MV	891	446	0	0	1	21	424	74	350
PCT9121	ED	930	256	0	0	0	15	241	42	199
PCT9121	MV	930	434	0	0	0	17	417	53	364
PCT9122	ED	953	208	0	0	0	14	194	26	168
PCT9122	MV	953	454	0	0	0	20	434	80	354
PCT9123	ED	858	231	0	0	0	7	224	43	181
PCT9123	MV	858	418	0	0	0	17	401	77	324
PCT9124	ED	874	201	0	0	1	6	194	18	176
PCT9124	MV	874	438	0	0	0	33	405	77	328
PCT9125	ED	861	210	0	0	0	9	201	19	182
PCT9125	MV	861	437	0	0	0	20	417	50	367
PCT9126	ED	1015	245	0	0	0	18	227	33	194
PCT9126	MV	1015	533	0	0	0	32	501	76	425
PCT9127	ED	960	269	0	0	0	16	253	36	217
PCT9127	MV	960	498	0	0	1	31	466	59	407
PCT9128	ED	828	248	0	0	0	12	236	26	210
PCT9128	MV	828	412	0	0	0	11	401	63	338
PCT9129	ED	741	243	0	0	0	16	227	33	194
PCT9129	MV	741	348	0	0	1	10	337	37	300
PCT9131	ED	759	192	0	0	0	11	181	19	162
PCT9131	MV	759	403	0	0	0	11	392	58	334
PCT9132	ED	837	248	0	0	0	15	233	23	210
PCT9132	MV	837	371	0	0	0	15	356	32	324
PCT9133	ED	1021	270	0	0	0	16	254	23	231
PCT9133	MV	1021	503	0	0	0	17	486	60	426
PCT9134	ED	893	210	0	0	0	16	194	20	174
PCT9134	MV	893	469	0	0	0	22	447	58	389
PCT9135	ED	808	214	0	0	0	11	203	40	163
PCT9135	MV	808	389	0	0	0	18	371	84	287
PCT9136	ED	929	253	0	0	0	14	239	30	209
PCT9136	MV	929	439	0	0	0	21	418	51	367
PCT9137	ED	1006	259	0	0	0	9	250	43	207
PCT9137	MV	1006	467	0	0	0	29	438	58	380
PCT9138	ED	943	226	1	0	0	19	206	28	178
PCT9138	MV	943	476	1	0	0	20	455	64	391
PCT9139	ED	975	243	0	0	0	9	234	39	195
PCT9139	MV	975	510	0	0	0	28	482	101	381
PCT9141	ED	953	251	0	0	0	14	237	33	204
PCT9141	MV	953	477	0	0	0	25	452	67	385
PCT9142	ED	966	275	0	0	0	16	259	28	231
PCT9142	MV	966	459	0	0	0	14	445	40	405
PCT9143	ED	920	251	0	0	0	16	235	28	207
PCT9143	MV	920	463	0	0	0	33	430	85	345
PCT9144	ED	962	291	0	0	0	11	280	28	252
PCT9144	MV	962	482	0	0	1	20	461	74	387
PCT9145	ED	861	249	1	0	0	13	235	30	205
PCT9145	MV	861	423	0	0	0	15	408	60	348
PCT9146	ED	885	245	0	0	0	13	232	28	204
PCT9146	MV	885	464	0	0	0	29	435	46	389
PCT9147	ED	971	280	0	0	0	28	252	19	233
PCT9147	MV	971	492	0	0	0	21	471	46	425
PCT9148	ED	1034	322	0	0	0	16	306	31	275
PCT9148	MV	1034	513	0	0	0	19	494	55	439
PCT9149	ED	948	263	0	0	0	11	252	27	225
PCT9149	MV	948	478	0	0	0	19	459	48	411
PCT9151	ED	872	226	0	0	0	14	212	28	184
PCT9151	MV	872	418	0	0	0	15	403	47	356
PCT9152	ED	721	269	0	0	0	10	259	26	233
PCT9152	MV	721	279	0	0	0	6	273	30	243
PCT9201	ED	1004	298	0	0	0	10	288	34	254
PCT9201	MV	1004	475	0	0	0	18	457	60	397
PCT9202	ED	971	294	0	0	0	14	280	44	236
PCT9202	MV	971	426	0	0	0	19	407	59	348
PCT9203	ED	1002	239	0	0	0	18	221	75	146
PCT9203	MV	1002	536	0	0	0	34	502	147	355
PCT9204	ED	873	273	0	0	0	17	256	81	175
PCT9204	MV	873	393	0	0	0	18	375	115	260
PCT9205	ED	728	208	0	0	0	17	191	39	152
PCT9205	MV	728	376	0	0	0	23	353	59	294
PCT9206	ED	931	246	0	0	0	13	233	80	153
PCT9206	MV	931	479	0	0	0	30	449	126	323
PCT9207	ED	981	261	0	0	0	18	243	68	175
PCT9207	MV	981	502	0	0	0	42	460	115	345
PCT9208	ED	1002	286	0	0	0	21	265	54	211
PCT9208	MV	1002	491	0	0	0	32	459	109	350
PCT9209	ED	711	244	0	0	0	15	229	61	168
PCT9209	MV	711	327	0	0	0	21	306	74	232
PCT9211	ED	889	234	0	0	0	21	213	42	171
PCT9211	MV	889	432	0	0	0	30	402	96	306
PCT9212	ED	803	233	0	0	0	16	217	46	171
PCT9212	MV	803	400	0	0	0	30	370	86	284
PCT9213	ED	951	264	0	0	0	20	244	58	186
PCT9213	MV	951	507	0	0	0	33	474	102	372
PCT9214	ED	640	166	0	0	0	15	151	41	110
PCT9214	MV	640	334	0	0	0	15	319	70	249
PCT9215	ED	652	192	0	0	0	9	183	53	130
PCT9215	MV	652	327	0	0	0	24	303	69	234
PCT9216	ED	845	245	0	0	0	10	235	52	183
PCT9216	MV	845	379	0	0	0	35	344	81	263
PCT9217	ED	698	193	0	0	0	12	181	50	131
PCT9217	MV	698	349	0	0	0	23	326	74	252
PCT9218	ED	841	247	0	0	0	12	235	57	178
PCT9218	MV	841	412	0	0	1	32	379	101	278
PCT9219	ED	802	240	0	0	0	14	226	44	182
PCT9219	MV	802	399	0	0	0	19	380	60	320
PCT9221	ED	651	145	0	0	0	8	137	39	98
PCT9221	MV	651	399	0	0	0	23	376	112	264
PCT9222	ED	883	248	0	0	0	28	220	44	176
PCT9222	MV	883	449	0	0	0	24	425	111	314
PCT9223	ED	638	160	0	0	0	15	145	36	109
PCT9223	MV	638	338	0	0	0	20	318	81	237
PCT9224	ED	960	262	0	0	1	20	241	67	174
PCT9224	MV	960	506	0	0	1	29	476	109	367
PCT9225	ED	958	296	0	0	0	17	279	63	216
PCT9225	MV	958	469	0	0	0	31	438	80	358
PCT9226	ED	926	270	0	0	0	25	245	62	183
PCT9226	MV	926	486	0	0	0	29	457	89	368
PCT9227	ED	738	188	0	0	0	11	177	36	141
PCT9227	MV	738	404	0	0	0	19	385	85	300
PCT9228	ED	747	189	0	0	0	18	171	35	136
PCT9228	MV	747	424	0	0	0	15	409	86	323
PCT9229	ED	598	162	0	0	0	15	147	33	114
PCT9229	MV	598	316	0	0	0	11	305	57	248
PCT9231	ED	953	313	0	0	0	16	297	27	270
PCT9231	MV	953	488	0	0	0	31	457	57	400
PCT9232	ED	735	212	0	0	0	11	201	40	161
PCT9232	MV	735	396	0	0	0	11	385	57	328
PCT9233	ED	793	208	0	0	0	16	192	42	150
PCT9233	MV	793	434	0	0	0	27	407	110	297
PCT9234	ED	746	187	0	0	0	15	172	33	139
PCT9234	MV	746	438	0	0	0	18	420	99	321
PCT9235	ED	884	239	0	0	0	11	228	45	183
PCT9235	MV	884	488	0	0	0	33	455	109	346
PCT9236	ED	683	200	0	0	0	8	192	47	145
PCT9236	MV	683	358	0	0	0	20	338	58	280
PCT9237	ED	936	225	0	0	0	20	205	40	165
PCT9237	MV	936	539	0	0	0	39	500	94	406
PCT9238	ED	842	230	0	0	0	16	214	48	166
PCT9238	MV	842	456	0	0	0	29	427	109	318
PCT9239	ED	881	198	0	0	0	16	182	44	138
PCT9239	MV	881	499	0	0	0	27	472	106	366
PCT9241	ED	1005	254	0	0	0	14	240	53	187
PCT9241	MV	1005	578	0	0	0	27	551	100	451
PCT9242	ED	972	276	0	0	0	17	259	59	200
PCT9242	MV	972	513	0	0	0	23	490	89	401
PCT9243	ED	594	191	0	0	0	15	176	34	142
PCT9243	MV	594	307	0	0	0	16	291	35	256
PCT9244	ED	903	254	0	0	0	12	242	31	211
PCT9244	MV	903	485	0	0	0	32	453	53	400
PCT9245	ED	742	208	0	0	0	11	197	37	160
PCT9245	MV	742	375	0	0	0	29	346	38	308
PCT9246	ED	929	254	0	0	0	19	235	39	196
PCT9246	MV	929	528	0	0	1	30	497	88	409
PCT9247	ED	927	263	0	0	0	17	246	45	201
PCT9247	MV	927	515	0	0	0	17	498	85	413
PCT9248	ED	907	257	0	0	0	9	248	38	210
PCT9248	MV	907	485	0	0	0	26	459	66	393
PCT9249	ED	917	271	0	0	0	12	259	34	225
PCT9249	MV	917	494	0	0	0	30	464	79	385
PCT9251	ED	995	286	0	0	0	21	265	38	227
PCT9251	MV	995	530	0	0	0	26	504	73	431
PCT9252	ED	944	218	0	0	1	12	205	30	175
PCT9252	MV	944	550	0	0	0	25	525	91	434
PCT9253	ED	772	187	0	0	2	15	170	34	136
PCT9253	MV	772	397	0	0	0	26	371	71	300
PCT9254	ED	935	230	0	0	0	14	216	23	193
PCT9254	MV	935	538	0	0	0	31	507	62	445
PCT9255	ED	553	182	0	0	0	16	166	18	148
PCT9255	MV	553	263	0	0	0	15	248	27	221
PCT9256	ED	474	128	0	0	0	9	119	11	108
PCT9256	MV	474	233	0	0	0	12	221	21	200
PCT9257	MV	321	235	0	0	0	12	223	20	203
PCT9258	ED	712	192	0	0	0	7	185	16	169
PCT9258	MV	712	373	0	0	0	16	357	42	315
PCT9401	ED	1012	293	0	0	0	16	277	23	254
PCT9401	MV	1012	483	0	0	0	28	455	50	405
PCT9402	ED	977	288	0	0	0	17	271	26	245
PCT9402	MV	977	458	0	0	1	30	427	54	373
PCT9403	ED	897	239	0	0	0	8	231	26	205
PCT9403	MV	897	419	0	0	0	18	401	70	331
PCT9404	ED	930	200	0	0	0	17	183	24	159
PCT9404	MV	930	462	0	0	0	18	444	74	370
PCT9405	ED	786	210	0	0	0	10	200	39	161
PCT9405	MV	786	364	0	0	0	24	340	57	283
PCT9406	ED	868	244	0	0	0	11	233	40	193
PCT9406	MV	868	421	0	0	0	21	400	53	347
PCT9407	ED	889	253	0	0	0	17	236	34	202
PCT9407	MV	889	409	0	0	0	26	383	41	342
PCT9408	ED	886	265	0	0	0	12	253	22	231
PCT9408	MV	886	415	0	0	0	19	396	36	360
PCT9409	ED	590	201	0	0	0	8	193	11	182
PCT9409	MV	590	252	0	0	0	18	234	21	213
PCT9411	ED	956	270	0	0	0	17	253	26	227
PCT9411	MV	956	430	0	0	0	16	414	43	371
PCT9412	ED	848	245	0	0	0	13	232	31	201
PCT9412	MV	848	380	0	0	0	36	344	43	301
PCT9413	ED	894	229	0	0	0	15	214	28	186
PCT9413	MV	894	461	0	0	0	19	442	74	368
PCT9414	ED	916	216	0	0	0	6	210	42	168
PCT9414	MV	916	463	0	0	0	16	447	65	382
PCT9415	ED	784	187	0	0	0	14	173	37	136
PCT9415	MV	784	391	0	0	0	25	366	67	299
PCT9416	ED	1008	280	1	0	0	15	264	36	228
PCT9416	MV	1008	480	1	0	0	22	457	55	402
PCT9417	ED	752	175	0	0	0	11	164	23	141
PCT9417	MV	752	402	0	0	0	21	381	68	313
PCT9418	ED	790	211	0	0	0	9	202	34	168
PCT9418	MV	790	376	0	0	0	31	345	80	265
PCT9419	ED	924	222	0	0	0	20	202	40	162
PCT9419	MV	924	468	0	0	0	31	437	94	343
PCT9421	ED	906	237	0	0	0	13	224	36	188
PCT9421	MV	906	446	0	0	0	25	421	96	325
PCT9422	ED	1056	283	0	0	0	18	265	51	214
PCT9422	MV	1056	513	0	0	0	27	486	107	379
PCT9423	ED	889	219	0	0	0	12	207	27	180
PCT9423	MV	889	440	0	0	0	23	417	52	365
PCT9424	ED	952	224	0	0	0	11	213	35	178
PCT9424	MV	952	496	0	0	0	18	478	76	402
PCT9425	ED	933	199	0	0	0	11	188	23	165
PCT9425	MV	933	465	0	0	1	24	440	85	355
PCT9426	ED	823	198	0	0	0	13	185	29	156
PCT9426	MV	823	408	0	0	0	24	384	82	302
PCT9427	ED	948	210	0	0	0	17	193	40	153
PCT9427	MV	948	447	0	0	0	21	426	96	330
PCT9428	ED	961	183	0	0	0	13	170	33	137
PCT9428	MV	961	518	0	0	0	22	496	95	401
PCT9429	ED	899	228	1	0	0	17	210	47	163
PCT9429	MV	899	432	0	0	0	23	409	74	335
PCT9431	ED	973	235	0	0	0	13	222	31	191
PCT9431	MV	973	464	0	0	2	23	439	95	344
PCT9432	ED	945	214	0	0	0	14	200	24	176
PCT9432	MV	945	468	0	0	0	32	436	68	368
PCT9433	ED	945	195	0	0	0	15	180	40	140
PCT9433	MV	945	487	0	0	0	35	452	85	367
PCT9434	ED	979	260	0	0	0	15	245	35	210
PCT9434	MV	979	481	1	0	1	27	452	81	371
PCT9435	ED	969	251	0	0	0	16	235	39	196
PCT9435	MV	969	448	0	0	0	37	411	73	338
PCT9436	ED	1006	231	0	0	0	16	215	45	170
