area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	078:KONSTANTINOS RODITIS	079:BETTY T. YEE
PCT9436	ED	1006	231	0	0	0	10	221	40	181
PCT9436	MV	1006	495	0	0	0	34	461	89	372
PCT9437	ED	897	219	0	0	0	18	201	22	179
PCT9437	MV	897	435	0	0	0	26	409	95	314
PCT9438	ED	948	202	0	0	0	17	185	29	156
PCT9438	MV	948	496	0	0	0	26	470	79	391
PCT9439	ED	879	173	0	0	0	6	167	26	141
PCT9439	MV	879	425	0	0	0	28	397	79	318
PCT9441	ED	980	261	0	0	0	15	246	32	214
PCT9441	MV	980	462	0	0	0	37	425	64	361
PCT9442	ED	1008	280	0	0	0	13	267	42	225
PCT9442	MV	1008	461	0	0	0	21	440	79	361
PCT9443	ED	937	219	1	0	0	9	209	26	183
PCT9443	MV	937	442	0	0	1	15	426	66	360
PCT9444	ED	937	190	1	0	0	9	180	33	147
PCT9444	MV	937	442	0	0	0	24	418	93	325
PCT9445	ED	981	230	0	0	0	8	222	39	183
PCT9445	MV	981	493	0	0	1	28	464	74	390
PCT9446	ED	1090	240	0	0	0	15	225	30	195
PCT9446	MV	1090	564	0	0	0	31	533	109	424
PCT9447	ED	906	236	0	0	0	10	226	30	196
PCT9447	MV	906	448	0	0	0	19	429	68	361
PCT9448	ED	909	232	0	0	0	12	220	29	191
PCT9448	MV	909	429	0	0	0	27	402	61	341
PCT9449	ED	830	177	2	0	0	11	164	24	140
PCT9449	MV	830	428	0	0	0	20	408	66	342
PCT9451	ED	420	97	0	0	0	5	92	20	72
PCT9451	MV	420	218	0	0	0	13	205	53	152
PCT9452	ED	840	259	0	0	0	16	243	54	189
PCT9452	MV	840	412	0	0	1	22	389	85	304
PCT9453	ED	500	135	0	0	0	11	124	35	89
PCT9453	MV	500	242	0	0	1	13	228	45	183
PCT9501	MV	148	110	0	0	0	7	103	15	88
PCT9502	MV	245	177	0	0	0	3	174	12	162
PCT9503	ED	729	198	0	0	0	7	191	19	172
PCT9503	MV	729	315	0	0	0	15	300	30	270
PCT9505	ED	784	176	0	0	0	4	172	11	161
PCT9505	MV	784	383	0	0	0	12	371	34	337
PCT9506	ED	766	177	0	0	0	8	169	12	157
PCT9506	MV	766	312	0	0	0	16	296	15	281
PCT9507	ED	766	231	0	0	0	8	223	7	216
PCT9507	MV	766	406	0	0	0	16	390	23	367
PCT9508	ED	798	237	0	0	0	9	228	8	220
PCT9508	MV	798	429	0	0	0	13	416	10	406
PCT9509	ED	759	229	0	0	0	8	221	16	205
PCT9509	MV	759	386	0	0	0	18	368	23	345
PCT9511	ED	622	190	0	0	0	6	184	15	169
PCT9511	MV	622	296	0	0	0	13	283	27	256
PCT9512	ED	809	240	0	0	0	12	228	14	214
PCT9512	MV	809	399	0	0	0	14	385	25	360
PCT9513	ED	902	275	0	0	0	12	263	17	246
PCT9513	MV	902	390	0	0	0	15	375	28	347
PCT9514	ED	928	304	0	0	0	10	294	22	272
PCT9514	MV	928	456	0	0	0	22	434	30	404
PCT9515	ED	705	222	0	0	0	4	218	20	198
PCT9515	MV	705	368	0	0	0	12	356	33	323
PCT9516	ED	866	254	0	0	0	11	243	37	206
PCT9516	MV	866	427	0	0	0	22	405	41	364
PCT9517	ED	801	226	0	0	0	15	211	12	199
PCT9517	MV	801	397	0	0	0	13	384	28	356
PCT9518	ED	802	229	0	0	0	10	219	11	208
PCT9518	MV	802	431	0	0	0	19	412	35	377
PCT9519	ED	910	261	0	0	0	10	251	22	229
PCT9519	MV	910	486	0	0	0	11	475	28	447
PCT9521	ED	939	315	0	0	0	17	298	15	283
PCT9521	MV	939	442	0	0	0	18	424	17	407
PCT9701	ED	671	200	0	0	0	6	194	15	179
PCT9701	MV	671	339	0	0	0	20	319	42	277
PCT9702	ED	723	209	0	0	0	8	201	14	187
PCT9702	MV	723	364	0	0	0	13	351	36	315
PCT9703	ED	986	232	0	0	0	11	221	34	187
PCT9703	MV	986	529	0	0	0	25	504	83	421
PCT9704	ED	950	279	0	0	0	8	271	26	245
PCT9704	MV	950	504	0	0	0	31	473	58	415
PCT9705	ED	919	260	3	0	0	10	247	22	225
PCT9705	MV	919	483	0	0	1	19	463	31	432
PCT9706	MV	49	39	0	0	0	2	37	2	35
PCT9707	ED	821	172	0	0	0	10	162	31	131
PCT9707	MV	821	491	0	0	0	25	466	75	391
PCT9708	ED	948	248	0	0	0	9	239	23	216
PCT9708	MV	948	500	0	0	0	13	487	46	441
PCT9709	ED	1028	281	7	0	0	17	257	34	223
PCT9709	MV	1028	517	0	0	0	25	492	72	420
PCT9711	ED	641	195	0	0	0	9	186	31	155
PCT9711	MV	641	336	0	0	1	4	331	48	283
PCT9712	ED	649	160	0	0	0	6	154	22	132
PCT9712	MV	649	398	1	0	0	8	389	64	325
PCT9713	ED	960	225	1	0	0	9	215	36	179
PCT9713	MV	960	489	0	0	0	29	460	88	372
PCT9714	ED	931	207	1	0	0	6	200	48	152
PCT9714	MV	931	538	0	0	0	16	522	96	426
PCT9715	ED	569	180	0	0	0	12	168	29	139
PCT9715	MV	569	309	0	0	0	12	297	63	234
PCT9716	ED	947	238	0	0	0	10	228	36	192
PCT9716	MV	947	481	0	0	0	18	463	74	389
PCT9717	ED	972	265	0	0	0	17	248	45	203
PCT9717	MV	972	532	0	0	0	15	517	78	439
PCT9718	ED	862	227	0	0	0	10	217	42	175
PCT9718	MV	862	496	0	0	0	26	470	98	372
PCT9719	ED	901	245	0	0	0	13	232	41	191
PCT9719	MV	901	524	2	0	0	20	502	98	404
PCT9721	ED	662	198	0	0	0	7	191	41	150
PCT9721	MV	662	357	0	0	0	21	336	61	275
PCT9722	ED	605	119	1	0	0	10	108	25	83
PCT9722	MV	605	355	0	0	0	11	344	72	272
PCT9723	ED	481	98	0	0	0	5	93	25	68
PCT9723	MV	481	275	0	0	0	11	264	62	202
PCT9724	ED	991	205	0	0	0	9	196	49	147
PCT9724	MV	991	565	0	0	0	20	545	141	404
PCT9725	ED	970	213	0	0	0	17	196	53	143
PCT9725	MV	970	499	0	0	0	24	475	115	360
PCT9726	ED	655	262	0	0	0	7	255	30	225
PCT9726	MV	655	241	0	0	0	13	228	25	203
PCT9727	ED	459	79	0	0	0	3	76	18	58
PCT9727	MV	459	271	0	0	0	14	257	72	185
PCT9728	ED	926	230	0	0	0	12	218	51	167
PCT9728	MV	926	503	0	0	0	23	480	120	360
PCT9729	ED	800	191	0	0	0	13	178	50	128
PCT9729	MV	800	442	0	0	0	22	420	101	319
PCT9731	ED	556	167	0	0	0	11	156	33	123
PCT9731	MV	556	282	0	0	0	14	268	67	201
PCT9732	MV	70	56	0	0	0	0	56	9	47
PCT9733	MV	235	191	0	0	0	3	188	20	168
PCT9734	ED	603	154	0	0	0	9	145	41	104
PCT9734	MV	603	341	0	0	1	9	331	69	262
PCT9735	ED	809	206	0	0	0	10	196	45	151
PCT9735	MV	809	449	0	0	0	16	433	82	351
PCT9736	ED	713	173	0	0	0	9	164	30	134
PCT9736	MV	713	410	0	0	0	13	397	50	347
PCT9737	ED	818	208	0	0	0	7	201	25	176
PCT9737	MV	818	476	0	0	0	14	462	51	411
PCT9738	ED	848	185	0	0	0	8	177	34	143
PCT9738	MV	848	404	0	0	1	23	380	66	314
PCT9739	ED	828	220	0	0	0	10	210	20	190
PCT9739	MV	828	335	0	0	0	16	319	47	272
PCT9741	ED	552	227	0	0	0	4	223	6	217
PCT9741	MV	552	105	0	0	0	2	103	7	96
PCT9742	ED	677	180	4	0	1	7	168	39	129
PCT9742	MV	677	289	0	0	0	13	276	60	216
PCT9743	ED	1163	310	0	0	0	13	297	30	267
PCT9743	MV	1163	501	0	0	0	17	484	60	424
PCT9744	ED	911	244	1	0	0	11	232	39	193
PCT9744	MV	911	390	0	0	0	18	372	67	305
PCT9745	ED	991	281	0	0	0	17	264	35	229
PCT9745	MV	991	346	0	0	0	9	337	39	298
PCT9746	ED	884	231	0	0	0	11	220	58	162
PCT9746	MV	884	451	0	0	0	18	433	90	343
PCT9747	ED	973	246	0	0	0	7	239	27	212
PCT9747	MV	973	470	0	0	0	17	453	64	389
PCT9748	ED	931	229	0	0	0	10	219	31	188
PCT9748	MV	931	475	1	0	0	18	456	80	376
PCT9749	ED	913	224	2	0	0	13	209	20	189
PCT9749	MV	913	384	0	0	0	18	366	47	319
PCT9751	ED	1016	253	0	0	0	12	241	40	201
PCT9751	MV	1016	522	0	0	1	26	495	74	421
PCT9752	ED	710	175	3	0	0	7	165	40	125
PCT9752	MV	710	392	0	0	0	8	384	67	317
PCT9753	ED	756	186	0	0	0	7	179	22	157
PCT9753	MV	756	387	0	0	0	17	370	49	321
PCT9754	ED	707	47	0	0	0	2	45	7	38
PCT9754	MV	707	377	0	0	0	12	365	38	327
PCT9755	ED	582	171	0	0	0	7	164	14	150
PCT9755	MV	582	284	2	0	0	12	270	31	239
PCT9756	ED	941	185	0	0	0	9	176	28	148
PCT9756	MV	941	477	0	0	0	18	459	81	378
PCT9801	ED	408	104	0	0	0	5	99	16	83
PCT9801	MV	408	181	0	0	0	6	175	22	153
CONG12	TO	443570	332140	87	0	75	16146	315832	36848	278984
CONG14	TO	56946	40321	19	0	10	1906	38386	6137	32249
ASSM17	TO	291063	214584	62	0	55	10189	204278	20109	184169
ASSM19	TO	209453	157877	44	0	30	7863	149940	22876	127064
BART7	TO	38460	24701	3	0	9	1346	23343	2785	20558
BART8	TO	223735	166231	47	0	31	8791	157362	25136	132226
BART9	TO	238321	181529	56	0	45	7915	173513	15064	158449
SUPV1	TO	42767	32717	7	0	7	1472	31231	4023	27208
SUPV2	TO	50394	40340	1	0	5	2192	38142	7211	30931
SUPV3	TO	39799	28528	2	0	2	1694	26830	3789	23041
SUPV4	TO	42953	31684	8	0	8	1816	29852	4674	25178
SUPV5	TO	53744	41997	5	0	8	1763	40221	2976	37245
SUPV6	TO	43321	29109	2	0	15	1749	27343	3431	23912
SUPV7	TO	47076	36551	30	0	7	1518	34996	5532	29464
SUPV8	TO	58122	48580	31	0	3	1721	46825	3153	43672
SUPV9	TO	42988	31742	10	0	14	1386	30332	2349	27983
SUPV10	TO	41862	26436	9	0	6	1437	24984	2658	22326
SUPV11	TO	37490	24777	1	0	10	1304	23462	3189	20273
NEIG1	TO	19914	11260	1	0	4	697	10558	1097	9461
NEIG2	TO	17446	12417	1	0	1	804	11611	1673	9938
NEIG3	TO	28644	19019	1	0	7	1197	17814	2226	15588
NEIG4	TO	7002	5798	3	0	0	180	5615	523	5092
NEIG5	TO	27634	18410	1	0	9	946	17454	2530	14924
NEIG6	TO	14982	12227	2	0	2	470	11753	687	11066
NEIG7	TO	12118	7922	2	0	1	427	7492	873	6619
NEIG8	TO	9734	7850	0	0	0	327	7523	595	6928
NEIG9	TO	8390	5906	1	0	1	254	5650	950	4700
NEIG10	TO	10097	8001	0	0	0	350	7651	889	6762
NEIG11	TO	40622	32340	5	0	6	1773	30556	5918	24638
NEIG12	TO	31129	23270	3	0	6	965	22296	1429	20867
NEIG13	TO	16964	14401	3	0	1	560	13837	1000	12837
NEIG14	TO	8795	7262	2	0	2	250	7008	368	6640
NEIG15	TO	7019	5227	0	0	0	293	4934	767	4167
NEIG26	TO	9293	6101	2	0	3	371	5725	873	4852
NEIG16	TO	16814	13062	3	0	3	529	12527	1125	11402
NEIG17	TO	37322	28480	5	0	7	1287	27181	3565	23616
NEIG18	TO	8050	6586	1	0	0	355	6230	1094	5136
NEIG19	TO	9419	7384	6	0	4	276	7098	495	6603
NEIG20	TO	24674	17016	2	0	8	950	16056	2151	13905
NEIG21	TO	42363	31231	8	0	8	1796	29419	4642	24777
NEIG22	TO	18966	16173	12	0	1	515	15645	889	14756
NEIG23	TO	8139	4486	3	0	0	333	4150	680	3470
NEIG24	TO	34909	27819	27	0	6	1150	26636	4255	22381
NEIG25	TO	30077	22813	12	0	5	997	21799	1691	20108
