area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	078:KONSTANTINOS RODITIS	079:BETTY T. YEE
PCT7708	ED	871	205	0	0	0	11	194	20	174
PCT7708	MV	871	540	0	0	0	12	528	68	460
PCT7709	ED	391	102	0	0	0	2	100	15	85
PCT7709	MV	391	222	0	0	0	6	216	25	191
PCT7711	ED	766	197	0	0	0	10	187	19	168
PCT7711	MV	766	422	0	0	0	16	406	33	373
PCT7712	ED	529	148	0	0	0	4	144	16	128
PCT7712	MV	529	296	0	0	0	5	291	28	263
PCT7801	ED	1001	263	1	0	0	5	257	22	235
PCT7801	MV	1001	596	0	0	0	18	578	50	528
PCT7802	ED	788	229	0	0	0	11	218	13	205
PCT7802	MV	788	458	0	0	0	17	441	32	409
PCT7803	ED	828	173	0	0	0	8	165	13	152
PCT7803	MV	828	552	0	0	0	17	535	43	492
PCT7804	ED	893	257	0	0	0	10	247	7	240
PCT7804	MV	893	533	0	0	0	17	516	32	484
PCT7805	ED	825	226	0	0	0	7	219	5	214
PCT7805	MV	825	484	0	0	0	13	471	32	439
PCT7806	ED	716	207	2	0	0	5	200	13	187
PCT7806	MV	716	406	0	0	0	19	387	25	362
PCT7807	ED	844	276	0	0	0	10	266	13	253
PCT7807	MV	844	417	0	0	0	12	405	18	387
PCT7808	ED	655	211	0	0	0	7	204	7	197
PCT7808	MV	655	333	0	0	0	12	321	13	308
PCT7809	ED	781	237	0	0	0	9	228	15	213
PCT7809	MV	781	405	0	0	0	12	393	14	379
PCT7811	ED	783	249	0	0	0	7	242	17	225
PCT7811	MV	783	404	0	0	0	10	394	22	372
PCT7812	ED	877	256	0	0	0	14	242	24	218
PCT7812	MV	877	454	0	0	0	20	434	23	411
PCT7813	ED	1064	308	1	0	0	11	296	10	286
PCT7813	MV	1064	585	0	0	0	22	563	24	539
PCT7814	ED	936	227	0	0	0	15	212	17	195
PCT7814	MV	936	340	0	0	1	8	331	19	312
PCT7815	ED	954	238	0	0	0	8	230	11	219
PCT7815	MV	954	573	0	0	0	18	555	24	531
PCT7816	ED	865	235	0	0	0	6	229	11	218
PCT7816	MV	865	531	1	0	0	14	516	20	496
PCT7817	ED	823	276	0	0	0	13	263	12	251
PCT7817	MV	823	439	0	0	0	11	428	14	414
PCT7818	ED	860	232	0	0	0	12	220	10	210
PCT7818	MV	860	452	2	0	0	11	439	14	425
PCT7819	ED	793	191	0	0	0	9	182	19	163
PCT7819	MV	793	420	0	0	0	17	403	25	378
PCT7821	ED	985	247	0	0	0	12	235	16	219
PCT7821	MV	985	629	0	0	0	16	613	37	576
PCT7822	ED	908	275	0	0	0	11	264	17	247
PCT7822	MV	908	479	0	0	0	18	461	26	435
PCT7823	ED	879	269	6	0	0	7	256	5	251
PCT7823	MV	879	501	0	0	0	26	475	26	449
PCT7824	ED	768	246	0	0	0	11	235	9	226
PCT7824	MV	768	383	0	0	0	17	366	22	344
PCT7825	ED	597	191	0	0	0	7	184	13	171
PCT7825	MV	597	302	0	0	0	7	295	16	279
PCT7826	ED	684	258	0	0	0	8	250	12	238
PCT7826	MV	684	319	0	0	0	9	310	19	291
PCT7827	ED	831	261	0	0	0	10	251	10	241
PCT7827	MV	831	361	0	0	0	13	348	28	320
PCT7828	ED	1018	260	0	0	0	5	255	24	231
PCT7828	MV	1018	549	0	0	0	18	531	37	494
PCT7829	ED	907	237	1	0	0	10	226	19	207
PCT7829	MV	907	557	0	0	0	8	549	45	504
PCT7831	ED	882	233	0	0	0	5	228	13	215
PCT7831	MV	882	544	0	0	1	9	534	22	512
PCT7832	ED	780	187	0	0	0	3	184	10	174
PCT7832	MV	780	487	0	0	0	14	473	28	445
PCT7833	ED	747	230	0	0	0	13	217	10	207
PCT7833	MV	747	412	0	0	0	12	400	23	377
PCT7834	ED	867	276	0	0	0	11	265	18	247
PCT7834	MV	867	438	0	0	0	16	422	12	410
PCT7835	ED	847	209	0	0	0	6	203	19	184
PCT7835	MV	847	505	1	0	0	16	488	40	448
PCT7836	ED	1023	259	0	0	0	11	248	20	228
PCT7836	MV	1023	623	0	0	0	23	600	59	541
PCT7837	ED	911	259	0	0	0	8	251	18	233
PCT7837	MV	911	509	2	0	0	20	487	28	459
PCT7838	ED	926	239	0	0	0	9	230	13	217
PCT7838	MV	926	545	0	0	0	19	526	30	496
PCT7839	ED	842	205	0	0	0	10	195	13	182
PCT7839	MV	842	515	0	0	0	11	504	41	463
PCT7841	ED	937	290	0	0	0	15	275	11	264
PCT7841	MV	937	526	0	0	0	21	505	34	471
PCT7842	ED	903	283	0	0	0	12	271	14	257
PCT7842	MV	903	434	0	0	0	16	418	32	386
PCT7843	ED	767	231	0	0	0	9	222	10	212
PCT7843	MV	767	380	0	0	0	10	370	15	355
PCT7844	ED	663	196	0	0	0	8	188	14	174
PCT7844	MV	663	329	0	0	0	10	319	27	292
PCT7845	ED	849	241	0	0	0	13	228	24	204
PCT7845	MV	849	469	0	0	0	12	457	26	431
PCT7846	ED	904	259	0	0	0	9	250	20	230
PCT7846	MV	904	509	0	0	0	22	487	44	443
PCT7847	ED	929	261	0	0	0	11	250	22	228
PCT7847	MV	929	529	0	0	0	28	501	29	472
PCT7848	ED	834	232	0	0	0	11	221	23	198
PCT7848	MV	834	491	0	0	0	18	473	29	444
PCT7849	ED	929	263	0	0	0	10	253	13	240
PCT7849	MV	929	522	0	0	0	21	501	38	463
PCT7851	ED	513	136	0	0	0	5	131	15	116
PCT7851	MV	513	298	0	0	0	12	286	28	258
PCT7852	ED	647	143	0	0	0	3	140	17	123
PCT7852	MV	647	394	0	0	0	15	379	48	331
PCT7853	ED	850	214	0	0	0	5	209	18	191
PCT7853	MV	850	479	0	0	0	11	468	40	428
PCT7854	ED	894	247	0	0	0	11	236	19	217
PCT7854	MV	894	500	0	0	0	20	480	37	443
PCT7855	ED	986	299	0	0	0	12	287	18	269
PCT7855	MV	986	521	0	0	0	27	494	45	449
PCT7856	ED	800	265	0	0	0	5	260	9	251
PCT7856	MV	800	425	0	0	0	16	409	19	390
PCT7857	ED	933	275	0	0	0	15	260	11	249
PCT7857	MV	933	517	0	0	0	25	492	39	453
PCT7858	ED	775	244	0	0	0	11	233	19	214
PCT7858	MV	775	394	0	0	0	17	377	17	360
PCT7859	ED	891	249	0	0	0	9	240	13	227
PCT7859	MV	891	513	0	0	0	18	495	44	451
PCT7861	ED	859	217	0	0	0	8	209	16	193
PCT7861	MV	859	510	0	0	1	21	488	39	449
PCT7862	ED	866	301	0	0	0	12	289	20	269
PCT7862	MV	866	472	0	0	0	17	455	37	418
PCT7863	ED	907	310	0	0	0	15	295	18	277
PCT7863	MV	907	440	0	0	0	17	423	27	396
PCT7864	ED	807	232	0	0	0	5	227	16	211
PCT7864	MV	807	426	0	0	0	9	417	34	383
PCT7865	ED	823	241	0	0	0	10	231	15	216
PCT7865	MV	823	463	0	0	0	12	451	41	410
PCT7866	ED	836	209	0	0	0	8	201	21	180
PCT7866	MV	836	491	0	0	0	8	483	66	417
PCT7867	ED	955	266	0	0	0	15	251	19	232
PCT7867	MV	955	510	0	0	0	21	489	41	448
PCT7868	ED	881	242	0	0	0	7	235	15	220
PCT7868	MV	881	449	1	0	0	13	435	42	393
PCT7869	ED	867	239	0	0	0	8	231	15	216
PCT7869	MV	867	489	0	0	0	11	478	34	444
PCT7871	ED	900	259	0	0	0	10	249	20	229
PCT7871	MV	900	502	2	0	0	11	489	32	457
PCT7872	ED	862	287	0	0	0	10	277	16	261
PCT7872	MV	862	472	0	0	0	21	451	28	423
PCT7873	ED	861	257	0	0	0	11	246	14	232
PCT7873	MV	861	501	0	0	0	14	487	26	461
PCT7874	ED	477	137	0	0	0	8	129	13	116
PCT7874	MV	477	255	1	0	0	6	248	18	230
PCT7875	ED	623	180	0	0	0	10	170	16	154
PCT7875	MV	623	285	0	0	0	15	270	31	239
PCT7876	ED	498	154	10	0	0	8	136	11	125
PCT7876	MV	498	269	0	0	0	12	257	12	245
PCT7901	ED	522	135	0	0	2	12	121	6	115
PCT7901	MV	522	198	0	0	1	9	188	16	172
PCT7902	ED	968	258	0	0	0	18	240	27	213
PCT7902	MV	968	401	0	0	0	11	390	24	366
PCT7903	ED	840	201	0	0	0	16	185	20	165
PCT7903	MV	840	350	0	0	0	18	332	19	313
PCT7904	ED	877	210	0	0	0	15	195	18	177
PCT7904	MV	877	403	0	0	0	18	385	38	347
PCT7905	ED	851	253	0	0	0	7	246	18	228
PCT7905	MV	851	409	1	0	0	16	392	33	359
PCT7906	ED	787	244	0	0	0	13	231	11	220
PCT7906	MV	787	335	0	0	0	9	326	15	311
PCT7907	ED	950	278	0	0	0	19	259	18	241
PCT7907	MV	950	425	0	0	0	14	411	13	398
PCT7908	ED	949	283	0	0	0	21	262	27	235
PCT7908	MV	949	408	0	0	0	19	389	34	355
PCT7909	ED	733	251	0	0	0	11	240	9	231
PCT7909	MV	733	303	0	0	0	7	296	12	284
PCT7911	ED	860	244	0	0	0	9	235	18	217
PCT7911	MV	860	395	0	0	0	13	382	24	358
PCT7912	ED	1065	290	0	0	0	17	273	21	252
PCT7912	MV	1065	463	0	0	0	21	442	18	424
PCT7913	ED	913	312	0	0	1	14	297	17	280
PCT7913	MV	913	378	0	0	0	14	364	22	342
PCT7914	ED	883	278	0	0	0	18	260	15	245
PCT7914	MV	883	425	0	0	0	15	410	20	390
PCT7915	ED	831	265	0	0	0	5	260	12	248
PCT7915	MV	831	351	0	0	0	11	340	18	322
PCT7916	ED	888	283	0	0	0	14	269	21	248
PCT7916	MV	888	421	0	0	0	6	415	23	392
PCT7917	ED	1015	312	0	0	0	13	299	21	278
PCT7917	MV	1015	428	0	0	0	13	415	27	388
PCT7918	ED	836	253	0	0	0	16	237	9	228
PCT7918	MV	836	379	0	0	0	12	367	13	354
PCT7919	ED	895	308	0	0	0	13	295	14	281
PCT7919	MV	895	376	0	0	0	16	360	21	339
PCT7921	ED	917	231	0	0	0	20	211	15	196
PCT7921	MV	917	366	0	0	0	15	351	33	318
PCT7922	ED	831	250	0	0	0	10	240	7	233
PCT7922	MV	831	383	0	0	0	13	370	24	346
PCT7923	ED	885	262	0	0	0	9	253	14	239
PCT7923	MV	885	403	0	0	0	12	391	26	365
PCT7924	ED	842	238	0	0	1	13	224	9	215
PCT7924	MV	842	382	0	0	0	14	368	34	334
PCT7925	ED	567	156	0	0	0	3	153	9	144
PCT7925	MV	567	293	0	0	0	15	278	16	262
PCT7926	ED	795	229	0	0	0	6	223	13	210
PCT7926	MV	795	390	0	0	0	13	377	23	354
PCT7927	ED	747	241	0	0	0	7	234	13	221
PCT7927	MV	747	392	0	0	1	13	378	15	363
PCT7928	ED	931	284	0	0	0	6	278	7	271
PCT7928	MV	931	489	0	0	0	18	471	30	441
PCT7929	ED	864	248	0	0	0	8	240	14	226
PCT7929	MV	864	509	1	0	0	20	488	23	465
PCT7931	ED	738	219	0	0	0	9	210	10	200
PCT7931	MV	738	408	0	0	0	14	394	20	374
PCT7932	ED	551	157	1	0	0	6	150	7	143
PCT7932	MV	551	285	0	0	0	6	279	16	263
PCT7933	MV	6	4	0	0	0	0	4	0	4
PCT7934	ED	890	250	0	0	0	12	238	11	227
PCT7934	MV	890	472	0	0	1	15	456	25	431
PCT7935	ED	970	305	0	0	0	6	299	21	278
PCT7935	MV	970	519	0	0	0	15	504	29	475
PCT7936	ED	856	287	0	0	0	11	276	13	263
PCT7936	MV	856	428	0	0	0	12	416	19	397
PCT7937	ED	886	267	0	0	0	19	248	13	235
PCT7937	MV	886	434	0	0	0	16	418	21	397
PCT7938	ED	788	213	0	0	1	9	203	14	189
PCT7938	MV	788	337	0	0	1	11	325	19	306
PCT7939	ED	688	253	0	0	0	3	250	12	238
PCT7939	MV	688	326	0	0	1	9	316	14	302
PCT7941	ED	751	218	0	0	0	12	206	9	197
PCT7941	MV	751	348	0	0	0	13	335	15	320
PCT7942	ED	914	257	1	0	0	11	245	22	223
PCT7942	MV	914	412	0	0	0	24	388	26	362
PCT7943	ED	872	257	4	0	0	7	246	22	224
PCT7943	MV	872	439	0	0	0	20	419	48	371
PCT7944	ED	801	243	0	0	0	10	233	10	223
PCT7944	MV	801	381	0	0	0	7	374	28	346
PCT7945	ED	915	186	0	0	1	7	178	14	164
PCT7945	MV	915	412	0	0	0	19	393	31	362
PCT7946	ED	945	183	0	0	0	9	174	18	156
PCT7946	MV	945	451	0	0	0	21	430	75	355
PCT7947	ED	946	182	0	0	0	19	163	20	143
PCT7947	MV	946	430	0	0	0	33	397	52	345
PCT7948	ED	928	209	0	0	0	7	202	22	180
PCT7948	MV	928	422	0	0	0	26	396	55	341
PCT7949	ED	569	100	0	0	0	9	91	14	77
PCT7949	MV	569	292	0	0	1	18	273	41	232
PCT7951	ED	854	166	0	0	0	14	152	18	134
PCT7951	MV	854	424	0	0	0	18	406	84	322
PCT7952	ED	866	167	0	0	0	12	155	29	126
PCT7952	MV	866	359	0	0	0	21	338	50	288
PCT7953	ED	824	186	2	0	1	6	177	22	155
PCT7953	MV	824	402	0	0	0	17	385	66	319
PCT7955	ED	902	199	0	0	1	10	188	34	154
PCT7955	MV	902	434	0	0	0	40	394	58	336
PCT7956	ED	823	136	0	0	0	11	125	27	98
PCT7956	MV	823	353	0	0	0	22	331	57	274
PCT7957	ED	646	147	0	0	0	8	139	14	125
PCT7957	MV	646	298	0	0	0	15	283	34	249
PCT7958	MV	290	141	0	0	0	15	126	22	104
PCT7959	ED	727	157	0	0	0	7	150	14	136
PCT7959	MV	727	326	0	0	0	17	309	17	292
PCT9001	MV	273	142	0	0	0	8	134	19	115
PCT9101	ED	888	260	0	0	1	13	246	33	213
PCT9101	MV	888	438	0	0	3	20	415	69	346
PCT9102	ED	985	257	0	0	0	10	247	45	202
PCT9102	MV	985	471	0	0	0	17	454	78	376
PCT9103	ED	954	272	0	0	0	19	253	39	214
PCT9103	MV	954	431	0	0	1	20	410	61	349
PCT9104	ED	988	239	0	0	0	13	226	26	200
PCT9104	MV	988	465	0	0	0	19	446	67	379
PCT9105	ED	919	247	0	0	0	11	236	30	206
PCT9105	MV	919	488	0	0	0	33	455	65	390
PCT9106	ED	937	268	1	0	0	9	258	30	228
PCT9106	MV	937	497	0	0	0	24	473	63	410
PCT9107	ED	849	218	0	0	0	8	210	23	187
PCT9107	MV	849	372	0	0	0	18	354	55	299
PCT9108	ED	790	246	0	0	0	13	233	21	212
PCT9108	MV	790	373	1	0	0	17	355	39	316
PCT9109	ED	884	263	0	0	0	16	247	33	214
PCT9109	MV	884	427	0	0	0	12	415	29	386
PCT9111	ED	779	229	0	0	0	10	219	26	193
PCT9111	MV	779	346	0	0	0	19	327	46	281
PCT9112	ED	976	284	0	0	0	16	268	37	231
PCT9112	MV	976	467	0	0	0	19	448	48	400
PCT9113	ED	999	310	0	0	0	10	300	40	260
PCT9113	MV	999	505	0	0	1	24	480	65	415
PCT9114	ED	877	263	0	0	0	10	253	24	229
PCT9114	MV	877	405	0	0	0	15	390	47	343
PCT9115	ED	911	258	0	0	0	12	246	17	229
PCT9115	MV	911	429	0	0	0	19	410	38	372
PCT9116	ED	944	281	1	0	0	9	271	37	234
PCT9116	MV	944	473	0	0	0	31	442	55	387
PCT9117	ED	783	222	0	0	0	4	218	29	189
PCT9117	MV	783	398	0	0	0	15	383	45	338
PCT9118	ED	974	286	0	0	0	18	268	33	235
PCT9118	MV	974	426	0	0	0	23	403	53	350
PCT9119	ED	891	237	0	0	0	18	219	32	187
PCT9119	MV	891	446	0	0	0	23	423	65	358
PCT9121	ED	930	256	0	0	0	12	244	42	202
PCT9121	MV	930	434	0	0	0	16	418	45	373
PCT9122	ED	953	208	0	0	0	9	199	27	172
PCT9122	MV	953	454	0	0	0	19	435	80	355
PCT9123	ED	858	231	0	0	0	11	220	44	176
PCT9123	MV	858	418	0	0	0	17	401	72	329
PCT9124	ED	874	201	0	0	0	7	194	19	175
PCT9124	MV	874	438	0	0	0	34	404	75	329
PCT9125	ED	861	210	0	0	0	11	199	19	180
PCT9125	MV	861	437	0	0	0	14	423	49	374
PCT9126	ED	1015	245	0	0	0	10	235	30	205
PCT9126	MV	1015	533	0	0	0	30	503	72	431
PCT9127	ED	960	269	0	0	0	14	255	33	222
PCT9127	MV	960	498	0	0	0	23	475	56	419
PCT9128	ED	828	248	0	0	0	12	236	26	210
PCT9128	MV	828	412	0	0	0	11	401	62	339
PCT9129	ED	741	243	0	0	0	12	231	31	200
PCT9129	MV	741	348	0	0	1	13	334	40	294
PCT9131	ED	759	192	0	0	0	8	184	19	165
PCT9131	MV	759	403	0	0	0	12	391	56	335
PCT9132	ED	837	248	0	0	0	13	235	23	212
PCT9132	MV	837	371	0	0	0	21	350	28	322
PCT9133	ED	1021	270	0	0	0	9	261	24	237
PCT9133	MV	1021	503	0	0	0	15	488	61	427
PCT9134	ED	893	210	0	0	0	15	195	18	177
PCT9134	MV	893	469	0	0	0	21	448	56	392
PCT9135	ED	808	214	0	0	0	12	202	39	163
PCT9135	MV	808	389	0	0	0	17	372	90	282
PCT9136	ED	929	253	0	0	0	16	237	29	208
PCT9136	MV	929	439	0	0	0	25	414	54	360
PCT9137	ED	1006	259	0	0	0	13	246	38	208
PCT9137	MV	1006	467	0	0	0	26	441	54	387
PCT9138	ED	943	226	1	0	0	16	209	24	185
PCT9138	MV	943	476	1	0	0	16	459	65	394
PCT9139	ED	975	243	0	0	0	8	235	34	201
PCT9139	MV	975	510	0	0	0	20	490	87	403
PCT9141	ED	953	251	0	0	0	14	237	36	201
PCT9141	MV	953	477	0	0	0	20	457	63	394
PCT9142	ED	966	275	0	0	0	11	264	20	244
PCT9142	MV	966	459	0	0	0	19	440	34	406
PCT9143	ED	920	251	0	0	0	14	237	25	212
PCT9143	MV	920	463	0	0	0	23	440	78	362
PCT9144	ED	962	291	0	0	0	9	282	26	256
PCT9144	MV	962	482	0	0	0	23	459	67	392
PCT9145	ED	861	249	1	0	0	14	234	32	202
PCT9145	MV	861	423	0	0	0	15	408	56	352
PCT9146	ED	885	245	0	0	0	16	229	28	201
PCT9146	MV	885	464	0	0	0	20	444	42	402
PCT9147	ED	971	280	0	0	0	19	261	19	242
PCT9147	MV	971	492	0	0	0	14	478	49	429
PCT9148	ED	1034	322	0	0	0	8	314	30	284
PCT9148	MV	1034	513	0	0	0	16	497	58	439
PCT9149	ED	948	263	0	0	0	10	253	25	228
PCT9149	MV	948	478	0	0	0	15	463	44	419
PCT9151	ED	872	226	0	0	0	10	216	27	189
PCT9151	MV	872	418	0	0	0	11	407	51	356
PCT9152	ED	721	269	0	0	0	12	257	23	234
PCT9152	MV	721	279	0	0	0	8	271	21	250
PCT9201	ED	1004	298	0	0	0	8	290	36	254
PCT9201	MV	1004	475	0	0	0	13	462	55	407
PCT9202	ED	971	294	0	0	1	12	281	39	242
PCT9202	MV	971	426	0	0	0	13	413	56	357
PCT9203	ED	1002	239	0	0	0	15	224	72	152
PCT9203	MV	1002	536	0	0	0	33	503	129	374
PCT9204	ED	873	273	0	0	0	15	258	76	182
PCT9204	MV	873	393	0	0	0	16	377	109	268
PCT9205	ED	728	208	0	0	0	15	193	35	158
PCT9205	MV	728	376	0	0	0	21	355	60	295
PCT9206	ED	931	246	0	0	0	16	230	77	153
PCT9206	MV	931	479	0	0	0	24	455	133	322
PCT9207	ED	981	261	0	0	0	21	240	69	171
PCT9207	MV	981	502	0	0	0	35	467	121	346
PCT9208	ED	1002	286	0	0	0	18	268	58	210
PCT9208	MV	1002	491	0	0	0	37	454	102	352
PCT9209	ED	711	244	0	0	0	14	230	59	171
PCT9209	MV	711	327	0	0	0	17	310	81	229
PCT9211	ED	889	234	0	0	0	17	217	41	176
PCT9211	MV	889	432	0	0	0	25	407	101	306
PCT9212	ED	803	233	0	0	1	16	216	42	174
PCT9212	MV	803	400	0	0	0	25	375	83	292
PCT9213	ED	951	264	0	0	1	16	247	48	199
PCT9213	MV	951	507	0	0	0	27	480	93	387
PCT9214	ED	640	166	0	0	0	14	152	42	110
PCT9214	MV	640	334	0	0	0	17	317	80	237
PCT9215	ED	652	192	0	0	0	15	177	48	129
PCT9215	MV	652	327	0	0	0	24	303	66	237
PCT9216	ED	845	245	0	0	0	8	237	45	192
PCT9216	MV	845	379	0	0	0	30	349	81	268
PCT9217	ED	698	193	0	0	0	11	182	48	134
PCT9217	MV	698	349	0	0	0	31	318	73	245
PCT9218	ED	841	247	0	0	0	11	236	58	178
PCT9218	MV	841	412	0	0	0	30	382	97	285
PCT9219	ED	802	240	0	0	0	15	225	43	182
PCT9219	MV	802	399	0	0	0	20	379	62	317
PCT9221	ED	651	145	0	0	0	12	133	39	94
PCT9221	MV	651	399	0	0	0	23	376	107	269
PCT9222	ED	883	248	0	0	0	23	225	45	180
PCT9222	MV	883	449	0	0	0	25	424	99	325
PCT9223	ED	638	160	0	0	0	16	144	32	112
PCT9223	MV	638	338	0	0	0	23	315	75	240
PCT9224	ED	960	262	0	0	0	23	239	58	181
PCT9224	MV	960	506	0	0	0	34	472	101	371
PCT9225	ED	958	296	0	0	0	14	282	61	221
PCT9225	MV	958	469	0	0	0	24	445	83	362
PCT9226	ED	926	270	0	0	0	22	248	69	179
PCT9226	MV	926	486	0	0	0	23	463	87	376
PCT9227	ED	738	188	0	0	0	13	175	33	142
PCT9227	MV	738	404	0	0	0	25	379	73	306
PCT9228	ED	747	189	0	0	0	11	178	37	141
PCT9228	MV	747	424	0	0	0	20	404	88	316
PCT9229	ED	598	162	0	0	0	12	150	28	122
PCT9229	MV	598	316	0	0	0	11	305	62	243
PCT9231	ED	953	313	0	0	0	16	297	20	277
PCT9231	MV	953	488	0	0	0	27	461	57	404
PCT9232	ED	735	212	0	0	0	16	196	40	156
PCT9232	MV	735	396	0	0	0	13	383	61	322
PCT9233	ED	793	208	0	0	0	16	192	40	152
PCT9233	MV	793	434	0	0	0	28	406	90	316
PCT9234	ED	746	187	0	0	0	13	174	28	146
PCT9234	MV	746	438	0	0	0	20	418	87	331
PCT9235	ED	884	239	0	0	0	12	227	50	177
PCT9235	MV	884	488	0	0	0	25	463	112	351
PCT9236	ED	683	200	0	0	0	9	191	43	148
PCT9236	MV	683	358	0	0	0	23	335	54	281
PCT9237	ED	936	225	0	0	0	18	207	38	169
PCT9237	MV	936	539	0	0	0	36	503	87	416
PCT9238	ED	842	230	0	0	0	20	210	47	163
PCT9238	MV	842	456	0	0	0	29	427	104	323
PCT9239	ED	881	198	0	0	0	17	181	43	138
PCT9239	MV	881	499	0	0	0	27	472	93	379
PCT9241	ED	1005	254	0	0	0	17	237	43	194
PCT9241	MV	1005	578	0	0	0	20	558	100	458
PCT9242	ED	972	276	0	0	0	12	264	61	203
PCT9242	MV	972	513	0	0	0	21	492	83	409
PCT9243	ED	594	191	0	0	0	9	182	34	148
PCT9243	MV	594	307	0	0	0	14	293	40	253
PCT9244	ED	903	254	0	0	0	13	241	31	210
PCT9244	MV	903	485	0	0	0	29	456	51	405
PCT9245	ED	742	208	0	0	0	7	201	33	168
PCT9245	MV	742	375	0	0	0	21	354	42	312
PCT9246	ED	929	254	0	0	0	19	235	33	202
PCT9246	MV	929	528	0	0	1	26	501	75	426
PCT9247	ED	927	263	0	0	0	15	248	43	205
PCT9247	MV	927	515	0	0	0	14	501	84	417
PCT9248	ED	907	257	0	0	0	9	248	35	213
PCT9248	MV	907	485	0	0	0	21	464	63	401
PCT9249	ED	917	271	0	0	0	13	258	31	227
PCT9249	MV	917	494	0	0	0	32	462	74	388
PCT9251	ED	995	286	0	0	0	20	266	34	232
PCT9251	MV	995	530	0	0	0	24	506	68	438
PCT9252	ED	944	218	0	0	0	6	212	30	182
PCT9252	MV	944	550	0	0	0	24	526	81	445
PCT9253	ED	772	187	0	0	0	11	176	43	133
PCT9253	MV	772	397	0	0	0	21	376	69	307
PCT9254	ED	935	230	0	0	0	9	221	26	195
PCT9254	MV	935	538	0	0	0	22	516	57	459
PCT9255	ED	553	182	0	0	0	14	168	24	144
PCT9255	MV	553	263	0	0	0	13	250	24	226
PCT9256	ED	474	128	0	0	0	2	126	12	114
PCT9256	MV	474	233	0	0	0	8	225	26	199
PCT9257	MV	321	235	0	0	0	8	227	18	209
PCT9258	ED	712	192	0	0	0	4	188	17	171
PCT9258	MV	712	373	0	0	0	13	360	45	315
PCT9401	ED	1012	293	0	0	0	15	278	21	257
PCT9401	MV	1012	483	0	0	0	25	458	47	411
PCT9402	ED	977	288	0	0	0	22	266	25	241
PCT9402	MV	977	458	0	0	0	25	433	53	380
PCT9403	ED	897	239	0	0	0	12	227	32	195
PCT9403	MV	897	419	0	0	0	19	400	61	339
PCT9404	ED	930	200	0	0	0	14	186	21	165
PCT9404	MV	930	462	0	0	0	22	440	60	380
PCT9405	ED	786	210	0	0	1	8	201	39	162
PCT9405	MV	786	364	0	0	0	22	342	49	293
PCT9406	ED	868	244	0	0	0	21	223	38	185
PCT9406	MV	868	421	0	0	1	18	402	53	349
PCT9407	ED	889	253	0	0	0	10	243	34	209
PCT9407	MV	889	409	0	0	0	23	386	39	347
PCT9408	ED	886	265	0	0	0	12	253	23	230
PCT9408	MV	886	415	0	0	0	20	395	33	362
PCT9409	ED	590	201	0	0	0	6	195	10	185
PCT9409	MV	590	252	0	0	0	14	238	22	216
PCT9411	ED	956	270	0	0	0	12	258	18	240
PCT9411	MV	956	430	0	0	0	11	419	41	378
PCT9412	ED	848	245	0	0	0	12	233	27	206
PCT9412	MV	848	380	0	0	0	31	349	46	303
PCT9413	ED	894	229	0	0	0	13	216	25	191
PCT9413	MV	894	461	0	0	0	23	438	61	377
PCT9414	ED	916	216	0	0	0	7	209	42	167
PCT9414	MV	916	463	0	0	0	24	439	56	383
PCT9415	ED	784	187	0	0	0	15	172	32	140
PCT9415	MV	784	391	0	0	0	20	371	63	308
PCT9416	ED	1008	280	1	0	0	12	267	40	227
PCT9416	MV	1008	480	1	0	0	19	460	47	413
PCT9417	ED	752	175	0	0	0	15	160	27	133
PCT9417	MV	752	402	0	0	0	27	375	63	312
PCT9418	ED	790	211	0	0	0	16	195	41	154
PCT9418	MV	790	376	0	0	0	36	340	66	274
PCT9419	ED	924	222	0	0	0	23	199	41	158
PCT9419	MV	924	468	0	0	0	22	446	97	349
PCT9421	ED	906	237	0	0	0	12	225	37	188
PCT9421	MV	906	446	0	0	1	33	412	75	337
PCT9422	ED	1056	283	0	0	0	22	261	46	215
PCT9422	MV	1056	513	0	0	0	28	485	100	385
PCT9423	ED	889	219	0	0	0	14	205	32	173
PCT9423	MV	889	440	0	0	0	22	418	41	377
PCT9424	ED	952	224	0	0	0	16	208	30	178
PCT9424	MV	952	496	0	0	0	26	470	63	407
PCT9425	ED	933	199	0	0	0	12	187	25	162
PCT9425	MV	933	465	0	0	0	29	436	80	356
PCT9426	ED	823	198	0	0	0	17	181	20	161
PCT9426	MV	823	408	0	0	0	29	379	79	300
PCT9427	ED	948	210	0	0	1	19	190	29	161
PCT9427	MV	948	447	0	0	0	29	418	92	326
PCT9428	ED	961	183	0	0	0	10	173	31	142
PCT9428	MV	961	518	0	0	0	21	497	85	412
PCT9429	ED	899	228	1	0	0	18	209	41	168
PCT9429	MV	899	432	0	0	0	19	413	66	347
PCT9431	ED	973	235	0	0	0	13	222	28	194
PCT9431	MV	973	464	0	0	0	19	445	83	362
PCT9432	ED	945	214	0	0	0	16	198	22	176
PCT9432	MV	945	468	0	0	0	27	441	54	387
PCT9433	ED	945	195	0	0	0	13	182	34	148
PCT9433	MV	945	487	0	0	0	33	454	73	381
PCT9434	ED	979	260	0	0	0	18	242	30	212
PCT9434	MV	979	481	1	0	0	31	449	70	379
PCT9435	ED	969	251	0	0	0	13	238	36	202
PCT9435	MV	969	448	0	0	0	42	406	63	343
