area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	040:Yes	041:No
ALLPCTS	TO	500516	372461	940	0	161	18562	352798	263468	89330
ALLPCTS	ED	500516	127556	135	0	45	6230	121146	94154	26992
ALLPCTS	MV	500516	244905	805	0	116	12332	231652	169314	62338
PCT1101	ED	553	125	0	0	1	8	116	89	27
PCT1101	MV	553	266	1	0	0	9	256	170	86
PCT1102	ED	995	266	0	0	0	10	256	197	59
PCT1102	MV	995	480	-1	0	0	28	453	297	156
PCT1103	ED	951	246	1	0	0	12	233	185	48
PCT1103	MV	951	445	0	0	0	21	424	297	127
PCT1104	ED	993	249	0	0	0	12	237	174	63
PCT1104	MV	993	414	-2	0	0	20	396	294	102
PCT1106	ED	765	191	-1	0	0	8	184	128	56
PCT1106	MV	765	343	1	0	0	19	323	207	116
PCT1107	ED	746	163	1	0	0	9	153	123	30
PCT1107	MV	746	336	3	0	0	17	316	200	116
PCT1108	ED	909	232	-1	0	1	16	216	165	51
PCT1108	MV	909	437	-1	0	1	24	413	288	125
PCT1109	ED	798	166	0	0	0	14	152	111	41
PCT1109	MV	798	365	1	0	0	13	351	221	130
PCT1111	ED	1002	205	0	0	0	15	190	155	35
PCT1111	MV	1002	460	-1	0	0	32	429	260	169
PCT1112	ED	769	151	0	0	0	7	144	112	32
PCT1112	MV	769	344	0	0	0	19	325	220	105
PCT1113	ED	746	134	2	0	0	6	126	85	41
PCT1113	MV	746	359	0	0	1	15	343	210	133
PCT1114	ED	957	226	0	0	2	21	203	151	52
PCT1114	MV	957	403	2	0	1	15	385	275	110
PCT1115	ED	895	173	1	0	0	10	162	125	37
PCT1115	MV	895	371	-2	0	0	14	359	227	132
PCT1116	ED	895	224	0	0	0	21	203	165	38
PCT1116	MV	895	376	2	0	1	24	349	236	113
PCT1117	ED	858	184	1	0	0	13	170	126	44
PCT1117	MV	858	357	1	0	0	16	340	230	110
PCT1118	ED	1043	213	-2	0	0	10	205	155	50
PCT1118	MV	1043	475	-3	0	0	18	460	291	169
PCT1119	ED	791	165	0	0	0	10	155	130	25
PCT1119	MV	791	386	1	0	0	26	359	267	92
PCT1121	ED	691	159	0	0	0	10	149	91	58
PCT1121	MV	691	313	4	0	0	18	291	181	110
PCT1122	ED	632	109	0	0	0	6	103	67	36
PCT1122	MV	632	310	0	0	0	17	293	163	130
PCT1123	ED	915	179	0	0	0	11	168	133	35
PCT1123	MV	915	364	0	0	1	39	324	203	121
PCT1124	ED	819	152	-1	0	0	11	142	104	38
PCT1124	MV	819	302	-2	0	0	15	289	202	87
PCT1125	ED	1047	159	1	0	0	10	148	106	42
PCT1125	MV	1047	466	-3	0	0	36	433	285	148
PCT1126	ED	922	190	0	0	0	14	176	136	40
PCT1126	MV	922	400	-1	0	1	14	386	263	123
PCT1127	ED	920	200	0	0	0	11	189	127	62
PCT1127	MV	920	382	0	0	1	17	364	224	140
PCT1128	ED	838	154	0	0	0	11	143	97	46
PCT1128	MV	838	362	0	0	0	23	339	221	118
PCT1129	ED	980	227	1	0	1	17	208	145	63
PCT1129	MV	980	416	5	0	0	21	390	247	143
PCT1131	ED	797	132	0	0	1	10	121	93	28
PCT1131	MV	797	371	-1	0	0	23	349	205	144
PCT1132	ED	969	179	2	0	0	10	167	119	48
