area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	137:JESSICA HO	138:ADAM KIM	139:TUAN NGUYEN	140:ARTHUR TOM	141:TREVOR MCNEIL	142:GORDON MAR	143:MIKE MURPHY	144:LOU ANN BASSAN
ALLPCTS	TO	42953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALLPCTS	ED	42953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALLPCTS	MV	42953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9401	ED	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9401	MV	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9402	ED	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9402	MV	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9403	ED	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9403	MV	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9404	ED	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9404	MV	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9405	ED	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9405	MV	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9406	ED	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9406	MV	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9407	ED	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9407	MV	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9408	ED	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9408	MV	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9409	ED	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9409	MV	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9411	ED	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9411	MV	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9412	ED	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9412	MV	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9413	ED	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9413	MV	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9414	ED	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9414	MV	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9415	ED	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9415	MV	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9416	ED	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9416	MV	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9417	ED	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9417	MV	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9418	ED	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9418	MV	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9419	ED	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9419	MV	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9421	ED	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9421	MV	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9422	ED	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9422	MV	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9423	ED	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9423	MV	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9424	ED	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9424	MV	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9425	ED	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9425	MV	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9426	ED	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9426	MV	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9427	ED	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9427	MV	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9428	ED	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9428	MV	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9429	ED	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9429	MV	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9431	ED	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9431	MV	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9432	ED	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9432	MV	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9433	ED	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9433	MV	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9434	ED	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9434	MV	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9435	ED	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9435	MV	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9436	ED	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9436	MV	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9437	ED	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9437	MV	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9438	ED	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9438	MV	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9439	ED	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9439	MV	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9441	ED	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9441	MV	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9442	ED	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9442	MV	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9443	ED	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9443	MV	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9444	ED	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9444	MV	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9445	ED	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9445	MV	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9446	ED	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9446	MV	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9447	ED	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9447	MV	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9448	ED	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9448	MV	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9449	ED	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9449	MV	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9451	ED	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9451	MV	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9452	ED	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9452	MV	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9453	ED	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCT9453	MV	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CONG12	TO	42453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CONG14	TO	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASSM19	TO	42953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BART8	TO	42363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BART9	TO	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPV4	TO	42953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEIG8	TO	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
