area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	095:DAVID CHIU	096:ALEJANDRO FERNANDEZ
PCT7849	MV	929	0	0	0	0	0	0	0
PCT7851	ED	513	0	0	0	0	0	0	0
PCT7851	MV	513	0	0	0	0	0	0	0
PCT7852	ED	647	0	0	0	0	0	0	0
PCT7852	MV	647	0	0	0	0	0	0	0
PCT7853	ED	850	0	0	0	0	0	0	0
PCT7853	MV	850	0	0	0	0	0	0	0
PCT7854	ED	894	0	0	0	0	0	0	0
PCT7854	MV	894	0	0	0	0	0	0	0
PCT7855	ED	986	0	0	0	0	0	0	0
PCT7855	MV	986	0	0	0	0	0	0	0
PCT7856	ED	800	0	0	0	0	0	0	0
PCT7856	MV	800	0	0	0	0	0	0	0
PCT7857	ED	933	0	0	0	0	0	0	0
PCT7857	MV	933	0	0	0	0	0	0	0
PCT7858	ED	775	0	0	0	0	0	0	0
PCT7858	MV	775	0	0	0	0	0	0	0
PCT7859	ED	891	0	0	0	0	0	0	0
PCT7859	MV	891	0	0	0	0	0	0	0
PCT7861	ED	859	0	0	0	0	0	0	0
PCT7861	MV	859	0	0	0	0	0	0	0
PCT7862	ED	866	0	0	0	0	0	0	0
PCT7862	MV	866	0	0	0	0	0	0	0
PCT7863	ED	907	0	0	0	0	0	0	0
PCT7863	MV	907	0	0	0	0	0	0	0
PCT7864	ED	807	0	0	0	0	0	0	0
PCT7864	MV	807	0	0	0	0	0	0	0
PCT7865	ED	823	0	0	0	0	0	0	0
PCT7865	MV	823	0	0	0	0	0	0	0
PCT7866	ED	836	0	0	0	0	0	0	0
PCT7866	MV	836	0	0	0	0	0	0	0
PCT7867	ED	955	0	0	0	0	0	0	0
PCT7867	MV	955	0	0	0	0	0	0	0
PCT7868	ED	881	0	0	0	0	0	0	0
PCT7868	MV	881	0	0	0	0	0	0	0
PCT7869	ED	867	0	0	0	0	0	0	0
PCT7869	MV	867	0	0	0	0	0	0	0
PCT7871	ED	900	0	0	0	0	0	0	0
PCT7871	MV	900	0	0	0	0	0	0	0
PCT7872	ED	862	0	0	0	0	0	0	0
PCT7872	MV	862	0	0	0	0	0	0	0
PCT7873	ED	861	0	0	0	0	0	0	0
PCT7873	MV	861	0	0	0	0	0	0	0
PCT7874	ED	477	0	0	0	0	0	0	0
PCT7874	MV	477	0	0	0	0	0	0	0
PCT7875	ED	623	0	0	0	0	0	0	0
PCT7875	MV	623	0	0	0	0	0	0	0
PCT7876	ED	498	0	0	0	0	0	0	0
PCT7876	MV	498	0	0	0	0	0	0	0
PCT7901	ED	522	0	0	0	0	0	0	0
PCT7901	MV	522	0	0	0	0	0	0	0
PCT7902	ED	968	0	0	0	0	0	0	0
PCT7902	MV	968	0	0	0	0	0	0	0
PCT7903	ED	840	0	0	0	0	0	0	0
PCT7903	MV	840	0	0	0	0	0	0	0
PCT7904	ED	877	0	0	0	0	0	0	0
PCT7904	MV	877	0	0	0	0	0	0	0
PCT7905	ED	851	0	0	0	0	0	0	0
PCT7905	MV	851	0	0	0	0	0	0	0
PCT7906	ED	787	0	0	0	0	0	0	0
PCT7906	MV	787	0	0	0	0	0	0	0
PCT7907	ED	950	0	0	0	0	0	0	0
PCT7907	MV	950	0	0	0	0	0	0	0
PCT7908	ED	949	0	0	0	0	0	0	0
PCT7908	MV	949	0	0	0	0	0	0	0
PCT7909	ED	733	0	0	0	0	0	0	0
PCT7909	MV	733	0	0	0	0	0	0	0
PCT7911	ED	860	0	0	0	0	0	0	0
PCT7911	MV	860	0	0	0	0	0	0	0
PCT7912	ED	1065	0	0	0	0	0	0	0
PCT7912	MV	1065	0	0	0	0	0	0	0
PCT7913	ED	913	0	0	0	0	0	0	0
PCT7913	MV	913	0	0	0	0	0	0	0
PCT7914	ED	883	0	0	0	0	0	0	0
PCT7914	MV	883	0	0	0	0	0	0	0
PCT7915	ED	831	0	0	0	0	0	0	0
PCT7915	MV	831	0	0	0	0	0	0	0
PCT7916	ED	888	0	0	0	0	0	0	0
PCT7916	MV	888	0	0	0	0	0	0	0
PCT7917	ED	1015	0	0	0	0	0	0	0
PCT7917	MV	1015	0	0	0	0	0	0	0
PCT7918	ED	836	0	0	0	0	0	0	0
PCT7918	MV	836	0	0	0	0	0	0	0
PCT7919	ED	895	0	0	0	0	0	0	0
PCT7919	MV	895	0	0	0	0	0	0	0
PCT7921	ED	917	0	0	0	0	0	0	0
PCT7921	MV	917	0	0	0	0	0	0	0
PCT7922	ED	831	0	0	0	0	0	0	0
PCT7922	MV	831	0	0	0	0	0	0	0
PCT7923	ED	885	0	0	0	0	0	0	0
PCT7923	MV	885	0	0	0	0	0	0	0
PCT7924	ED	842	0	0	0	0	0	0	0
PCT7924	MV	842	0	0	0	0	0	0	0
PCT7925	ED	567	0	0	0	0	0	0	0
PCT7925	MV	567	0	0	0	0	0	0	0
PCT7926	ED	795	0	0	0	0	0	0	0
PCT7926	MV	795	0	0	0	0	0	0	0
PCT7927	ED	747	0	0	0	0	0	0	0
PCT7927	MV	747	0	0	0	0	0	0	0
PCT7928	ED	931	0	0	0	0	0	0	0
PCT7928	MV	931	0	0	0	0	0	0	0
PCT7929	ED	864	0	0	0	0	0	0	0
PCT7929	MV	864	0	0	0	0	0	0	0
PCT7931	ED	738	0	0	0	0	0	0	0
PCT7931	MV	738	0	0	0	0	0	0	0
PCT7932	ED	551	0	0	0	0	0	0	0
PCT7932	MV	551	0	0	0	0	0	0	0
PCT7933	MV	6	0	0	0	0	0	0	0
PCT7934	ED	890	0	0	0	0	0	0	0
PCT7934	MV	890	0	0	0	0	0	0	0
PCT7935	ED	970	0	0	0	0	0	0	0
PCT7935	MV	970	0	0	0	0	0	0	0
PCT7936	ED	856	0	0	0	0	0	0	0
PCT7936	MV	856	0	0	0	0	0	0	0
PCT7937	ED	886	0	0	0	0	0	0	0
PCT7937	MV	886	0	0	0	0	0	0	0
PCT7938	ED	788	0	0	0	0	0	0	0
PCT7938	MV	788	0	0	0	0	0	0	0
PCT7939	ED	688	0	0	0	0	0	0	0
PCT7939	MV	688	0	0	0	0	0	0	0
PCT7941	ED	751	0	0	0	0	0	0	0
PCT7941	MV	751	0	0	0	0	0	0	0
PCT7942	ED	914	0	0	0	0	0	0	0
PCT7942	MV	914	0	0	0	0	0	0	0
PCT7943	ED	872	0	0	0	0	0	0	0
PCT7943	MV	872	0	0	0	0	0	0	0
PCT7944	ED	801	0	0	0	0	0	0	0
PCT7944	MV	801	0	0	0	0	0	0	0
PCT7945	ED	915	0	0	0	0	0	0	0
PCT7945	MV	915	0	0	0	0	0	0	0
PCT7946	ED	945	0	0	0	0	0	0	0
PCT7946	MV	945	0	0	0	0	0	0	0
PCT7947	ED	946	0	0	0	0	0	0	0
PCT7947	MV	946	0	0	0	0	0	0	0
PCT7948	ED	928	0	0	0	0	0	0	0
PCT7948	MV	928	0	0	0	0	0	0	0
PCT7949	ED	569	0	0	0	0	0	0	0
PCT7949	MV	569	0	0	0	0	0	0	0
PCT7951	ED	854	0	0	0	0	0	0	0
PCT7951	MV	854	0	0	0	0	0	0	0
PCT7952	ED	866	0	0	0	0	0	0	0
PCT7952	MV	866	0	0	0	0	0	0	0
PCT7953	ED	824	0	0	0	0	0	0	0
PCT7953	MV	824	0	0	0	0	0	0	0
PCT7955	ED	902	0	0	0	0	0	0	0
PCT7955	MV	902	0	0	0	0	0	0	0
PCT7956	ED	823	0	0	0	0	0	0	0
PCT7956	MV	823	0	0	0	0	0	0	0
PCT7957	ED	646	0	0	0	0	0	0	0
PCT7957	MV	646	0	0	0	0	0	0	0
PCT7958	MV	290	0	0	0	0	0	0	0
PCT7959	ED	727	0	0	0	0	0	0	0
PCT7959	MV	727	0	0	0	0	0	0	0
CONG12	TO	291063	0	0	0	0	0	0	0
ASSM17	TO	291063	0	0	0	0	0	0	0
BART7	TO	38460	0	0	0	0	0	0	0
BART8	TO	37971	0	0	0	0	0	0	0
BART9	TO	214632	0	0	0	0	0	0	0
SUPV1	TO	155	0	0	0	0	0	0	0
SUPV2	TO	6916	0	0	0	0	0	0	0
SUPV3	TO	39799	0	0	0	0	0	0	0
SUPV5	TO	40465	0	0	0	0	0	0	0
SUPV6	TO	43321	0	0	0	0	0	0	0
SUPV7	TO	7813	0	0	0	0	0	0	0
SUPV8	TO	57714	0	0	0	0	0	0	0
SUPV9	TO	42988	0	0	0	0	0	0	0
SUPV10	TO	41589	0	0	0	0	0	0	0
SUPV11	TO	10303	0	0	0	0	0	0	0
NEIG1	TO	19914	0	0	0	0	0	0	0
NEIG2	TO	17446	0	0	0	0	0	0	0
NEIG3	TO	28644	0	0	0	0	0	0	0
NEIG4	TO	7002	0	0	0	0	0	0	0
NEIG5	TO	10303	0	0	0	0	0	0	0
NEIG6	TO	14982	0	0	0	0	0	0	0
NEIG8	TO	1799	0	0	0	0	0	0	0
NEIG11	TO	9961	0	0	0	0	0	0	0
NEIG12	TO	31129	0	0	0	0	0	0	0
NEIG13	TO	16964	0	0	0	0	0	0	0
NEIG14	TO	8795	0	0	0	0	0	0	0
NEIG15	TO	7019	0	0	0	0	0	0	0
NEIG26	TO	9293	0	0	0	0	0	0	0
NEIG16	TO	16814	0	0	0	0	0	0	0
NEIG19	TO	9419	0	0	0	0	0	0	0
NEIG20	TO	24674	0	0	0	0	0	0	0
NEIG22	TO	18966	0	0	0	0	0	0	0
NEIG23	TO	7866	0	0	0	0	0	0	0
NEIG24	TO	7284	0	0	0	0	0	0	0
NEIG25	TO	22789	0	0	0	0	0	0	0
