ElectionAbbr	PollingSiteID	PollingSiteName	TableID	PollingPlaceDesc1	PollingPlaceDesc2	SamBalAddr1	SamBalAddr2	VotingPctID	VotingPctName	PollPlaceRegPctID	PollPlaceRegPctPortion	BallotTypeList
2020PRI   	941	7826 - 95 Dorland Street		Dolores Park Church	95 Dorland St	Btw Dolores & Guerrero Sts	5.9% Slope	7826   	Pct 7826	7826   		3  
2020PRI   	942	7827 - 630 Valencia Street		Mission Police Station - Community Room	630 Valencia Street	Between 17th & 18th Sts	2.1% slope	7827   	Pct 7827	7827   		3  
2020PRI   	951	7908 - 580 Capp St		Bethany Center - Multi Purpose Room	580 Capp St	Btw 20th & 21st St	8.3% Slope - Ramped Access	7908   	Pct 7908	7908   		2  
2020PRI   	958	7909 - 745 Treat Ave		Mission Arts Center - Auditorium	745 Treat Ave	Btw 20th & 21st Sts	5.0% Slope	7909   	Pct 7909	7909   		2  
2020PRI   	959	7913 - 825 Shotwell St		School - Cesar Chavez - Cafeteria	825 Shotwell St	Btw 22nd & 23rd Sts	2.2% Slope	7913   	Pct 7913	7913   		2  
2020PRI   	992	7007 - 953 De Haro St		Potrero Hill Neighborhood House	953 De Haro St	Corner Of Southern Heights Ave	8.0% Slope	7007   	Pct 7007	7007   		3  
2020PRI   	997	7009 - 1215 Carolina St		Starr King Elementary School - Library	1215 Carolina St	Enter Off Coral Rd Between Carolina & Wisconsin Sts	4.6% Slope	7009   	Pct 7009	7009   		3  
2020PRI   	1013	7838 - 625 Douglass St		Alvarado Elementary School - Motor Skills Rm	625 Douglass St	Enter On 22nd St. Between Douglass & Eureka	4.5% Slope	7838   	Pct 7838	7838   		3  
2020PRI   	1047	7856 - 3880 26th St		Firehouse #11	3880 26th St	Btw Church And Dolores Sts	7.1% Slope	7856   	Pct 7856	7856   		3  
2020PRI   	1063	7927 - 3125 Cesar Chavez St		Leonard Flynn School - Parent Center Bungalow	3125 Cesar Chavez St	Enter On Harrison Btw Precita & Cesar Chavez	8.0% Slope Ramped Access	7927   	Pct 7927	7927   		2  
2020PRI   	1064	7928 - 514 Precita Ave		Garage	514 Precita Avenue	Between Alabama & Florida Sts	5.5% Slope	7928   	Pct 7928	7928   		2  
2020PRI   	1069	7936 - 515 Cortland Ave		Community Center - Bernal Hts - Dining Room	515 Cortland Ave	Btw Andover & Moultrie Sts	7% Slope	7936   	Pct 7936	7936   		2  
2020PRI   	1089	9234 - 3200 California St (loc 9253)		Jewish Community Center Of S F - Atrium	3200 California St	Btw Presidio Ave & Walnut St	1.9% Slope	9234   	Pct 9234	9234   		6  
2020PRI   	1093	9447 - 2345 24th Ave		Taraval Police Station	2345 24th Ave	Between Taraval & Santiago	6.7% Slope	9447   	Pct 9447	9447   		6  
2020PRI   	1126	7513 - 1390 1/2 Turk St		Royal Apartments - Community Rm	1390 1/2 Turk St	Btw Webster & Fillmore	6.1% Slope	7513   	Pct 7513	7513   		2  
2020PRI   	1138	7843 - 938 Valencia St		Dolores Street Community Services - Conf Room	938 Valencia  St	Btw 20th & Liberty Sts	1.9% Slope	7843   	Pct 7843	7843   		3  
2020PRI   	1143	7846 - 451 Jersey St		Noe Valley Branch Library - Program Room	451 Jersey St	Btw Diamond & Castro	4.4% Slope	7846   	Pct 7846	7846   		3  
2020PRI   	1144	7855 - 1270 Sanchez St		Bethany United Methodist Church - Chapel	1270 Sanchez St	Btw Clipper &26th St.	1.2% Slope	7855   	Pct 7855	7855   		3  
2020PRI   	1149	9714 - 2290 14th Ave		School - Hoover - Auditorium Lobby	2290 14th Ave	Enter 14th Ave At Santiago	8.3% Slope - Ramped Access	9714   	Pct 9714	9714   		1  
2020PRI   	1150	7837 - 100 Hoffman Avenue		Firehouse #24	100 Hoffman Ave	Btw Alvarado & 23rd Sts	1.6% Slope	7837   	Pct 7837	7837   		3  
2020PRI   	1204	7923- 2730 Bryant St		School - Sunshine - S F Education Fund	2730 Bryant St	Between 25th & 26th Street	7.5% Slope - Ramped Access	7923   	Pct 7923	7923   		2  
2020PRI   	1210	7508 - 1280 Laguna Street		Western Park Apartments - Community Room	1280 Laguna St	Between Eddy & Ellis	8.3% Slope	7508   	Pct 7508	7508   		2  
2020PRI   	1224	7956 - 350 Girard Street		School - Martin Luther King Jr - Cafeteria	350 Girard Street	Btw Bacon & Burrows Sts	4.8% Slope	7956   	Pct 7956	7956   		2  
2020PRI   	1243	9106 - 199 15th Avenue		Garage	199 15th Ave	Btw California & Lake Sts	1.4% Slope	9106   	Pct 9106	9106   		5  
2020PRI   	1275	9718 - 321 Taraval St		Church - Convent Presbyterian - Portalhurst Hall	321 Taraval Street	Btw Funston Ave And 14th Ave	7% Slope	9718   	Pct 9718	9718   		1  
2020PRI   	1284	7802 - 366 Roosevelt Way		Garage	366 Roosevelt Way	Btw Masonic & Levant	5.7% Slope	7802   	Pct 7802	7802   		3  
2020PRI   	1318	7863 - 59 28th St		Garage	59 28th St	Btw Guererro & Dolores Sts	4.6% Slope	7863   	Pct 7863	7863   		3  
2020PRI   	1336	9105 - 250 25th Avenue		Rochambeau Playground - Clubhouse	250 25th Ave	Btw California & Lake Sts	4.6% Slope	9105   	Pct 9105	9105   		5  
2020PRI   	1358	1113 - 241 Oneida Ave		James Denman School - Front Lobby	241 Oneida Ave	Btw Delano & Otsego	5.0% Slope	1113   	Pct 1113	1113   		1  
2020PRI   	1360	1102 - 91 Delano Ave		Garage	91 Delano Ave	Btw San Juan & Santa Ysabel	4 % slope	1102   	Pct 1102	1102   		1  
2020PRI   	1363	7046 - 1298 Girard St		Fire Station #44	1298 Girard St	Btw Wilde And Harkness Aves	3.5% Slope	7046   	Pct 7046	7046   		3  
2020PRI   	1414	7208 - 1187 Franklin St (loc 7509)		Church - First Unitarian Universalist	1187 Franklin St	Enter On Geary Btw Gough & Franklin	7% Slope - Ramped Access	7208   	Pct 7208	7208   		3  
2020PRI   	1425	7808 - 25 Sanchez St		Community Room	25 Sanchez St	Btw Duboce Ave & 14th St	7.4% Slope - Ramped Access	7808   	Pct 7808	7808   		3  
2020PRI   	1442	7543 - 403 Rose St		Hayes Valley Apartments - Community Room	403 Rose St	Btw Buchanan & Webster	1.2 % Slope	7543   	Pct 7543	7543   		2  
2020PRI   	1450	7503 - 1760 Bush St		1760 Bush Street Apartments - Community Rm	1760 Bush St	Btw Octavia & Gough	8.3% Slope - Ramped Access	7503   	Pct 7503	7503   		2  
2020PRI   	1451	7033 - 1295 Shafter Ave		Firehouse #17	1295 Shafter Ave	Corner Hawes & Ingalls Sts	8.3% Slope	7033   	Pct 7033	7033   		3  
2020PRI   	1483	9721 - 678 Portola Drive		Ebenezer Lutheran Church	678 Portola Drive	Enter Portola Dr Between Sydney Way And Woodside Ave	4% Slope	9721   	Pct 9721	9721   		1  
2020PRI   	1488	7312 - 1088 Green Street		St. Andrew's Society Of San Francisco	1088 Green Street	Btw Jones & Leavenworth	4.7% Slope	7312   	Pct 7312	7312   		2  
2020PRI   	1494	9402 - 1348 45th Ave		Firehouse #23	1348 45th Ave	Between Irving and Judah Streets	7% Slope	9402   	Pct 9402	9402   		6  
2020PRI   	1499	9715 - 381 Magellan Ave		Club House - Forest Hill Association	381 Magellan Ave	Enter Btw Montalvo And Dorantes	Exceeds 8.3% Running Slope, 2% Cross Slope. Curbside Voting Avail	9715   	Pct 9715	9715   		1  
2020PRI   	1530	7043 - 1249 Jamestown Ave		United House Of Prayer Church - Hall	1249 Jamestown Ave	Btw 3rd St & Exeter	8.3% Slope For 12 Feet	7043   	Pct 7043	7043   		3  
2020PRI   	1536	7322- 1340 Powell St		Firehouse #2	1340 Powell St	Between Pacific And Broadway	8.3% Slope	7322   	Pct 7322	7322   		2  
2020PRI   	1554	9108 - 251 18th Ave		Richmond Rec Center	251 18th Ave	Between California And Clement Sts	5.3% Slope	9108   	Pct 9108	9108   		5  
2020PRI   	1555	7305 - 1814 Stockton Street		Firehouse #28	1814 Stockton St	Btw Greenwich & Lombard	0.5% Slope	7305   	Pct 7305	7305   		2  
2020PRI   	1556	7523 - 1443 Grove Street		Firehouse #21	1443 Grove St	Btw Baker & Broderick	7.6% Slope	7523   	Pct 7523	7523   		2  
2020PRI   	1557	1123 - 431 Capitol Ave		Sheridan School - Auditorium Lobby	431 Capitol Ave	Enter On Farallones Between Capitol & Orizaba	8.3% Slope - Ramped Access	1123   	Pct 1123	1123   		1  
2020PRI   	1560	1143 - 163 London Street		Boys & Girls Club - Game Room	163 London Street	Btw Avalon & Excelsior	5.4% Slope	1143   	Pct 1143	1143   		2  
2020PRI   	1563	9111 - 360 18th Avenue		YMCA Richmond District	360 18th Ave	Btw Geary Blvd & Clement St	6.4% slope	9111   	Pct 9111	9111   		5  
2020PRI   	1631	7917 - 3261 23rd Street		Church - Mission United Presbyterian	3261 23rd Street	Between Capp & Mission Sts	8.3% Slope	7917   	Pct 7917	7917   		2  
2020PRI   	1643	9126 - 680 18th Avenue		Argonne School - Multi Purpose Rm	680 18th Ave	Enter On 17th Ave Btw Balboa & Cabrillo	2.5% Slope	9126   	Pct 9126	9126   		5  
2020PRI   	1651	9407 - 1325 23rd Avenue		Garage	1325 23rd Avenue	Between Irving and Judah Streets	1.2% Slope	9407   	Pct 9407	9407   		6  
2020PRI   	1658	7532 - 333 Fell St		Fell St Housing - Community Room	333 Fell St	Between Octavia & Gough	2.6% Slope	7532   	Pct 7532	7532   		2  
2020PRI   	1715	7302 - 1855 Kearny Street		Wharf Plaza Apartments - Library	1855 Kearny St	Corner of  Francisco & Chestnut	8.3% Slope	7302   	Pct 7302	7302   		2  
2020PRI   	1717	9112 - 235 12th Avenue		School - Sutro Elementary - Cafeteria	235 12th Ave	Btw Clement & California Sts	2.7% Slope	9112   	Pct 9112	9112   		5  
2020PRI   	1739	7545 - 109 Oak Street		Firehouse #36 - Chief's Bay	109 Oak Street	Betwen Franklin & Gough	2.9% Slope	7545   	Pct 7545	7545   		2  
2020PRI   	1743	7502- 1840 Sutter Street		Japanese Cultural And Community Center	1840 Sutter St	Btw Webster & Buchanan	5.9% Slope	7502   	Pct 7502	7502   		2  
2020PRI   	1749	9201 - 1299 Storey Avenue		Log Cabin	1299 Storey Ave	Btw Lincoln Bl & Ralston Ave	4.9% Slope	9201   	Pct 9201	9201   		6  
2020PRI   	1757	7921 - 3128 Kamille Court		Bernal Dwelling Tenants Assoc  Comm Rm	3128 Kamille Ct	Btw Treat Ave & Harrison St	4.3% Slope	7921   	Pct 7921	7921   		2  
2020PRI   	1761	7924 - 26th St & Hampshire St		Rolph Playground - Clubhouse	26th St & Hampshire St	At 26th St & Hampshire St	5.% Slope	7924   	Pct 7924	7924   		2  
2020PRI   	1762	7336 - 1051 Taylor Street		Grace Cathedral Church - Conference Rm.	1051 Taylor St	Enter Off Taylor Btw California & Sacramento	4.2% Slope	7336   	Pct 7336	7336   		2  
2020PRI   	1767	9449 - 40th Avenue And Vicente		South Sunset Playground- Community Room	40th Avenue And Vicente	Corner Of 40th Avenue & Vincente	6.2% Slope	9449   	Pct 9449	9449   		6  
2020PRI   	1797	1153 - 720 Moscow Street		Firehouse #43	720 Moscow St	Btw Italy & France	3.9% slope	1153   	Pct 1153	1153   		2  
2020PRI   	1810	9241- 2001 Van Ness Ave		Bay Combat Sports	2001 Van Ness Ave	Between Pacific & Jackson	7.3% Slope	9241   	Pct 9241	9241   		6  
2020PRI   	1827	9515 - 1290 16th Avenue		Firehouse #22	1290 16th Avenue	Corner Of 16th Ave & Irving St	6.0% slope	9515   	Pct 9515	9515   		5  
2020PRI   	1840	1112 - 1000 Ocean Avenue (loc 9751)		Firehouse #15	1000 Ocean Ave	Enter Ocean Ave Btw Frida Kahlo Way & Harold Ave	5% Slope	1112   	Pct 1112	1112   		1  
2020PRI   	1859	9521 - 1290 5th Avenue		St John Of God Catholic Church	1290 5th Avenue	Btw Irving St And Hugo St	8.2% Slope Ramped Access	9521   	Pct 9521	9521   		5  
2020PRI   	1861	7869 - 209 Randall Street		Garage	209 Randall St	Enter Off Randall Btw Whitney & Sanchez Sts	4.9% Slope	7869   	Pct 7869	7869   		3  
2020PRI   	1871	7029 - 5 Commer Ct		Bayview Apartments - Community Rm	5 Commer Ct	Enter On Garlington CT At Corner Of Commer CT	8.3% Slope Ramped Access	7029   	Pct 7029	7029   		3  
2020PRI   	1883	7030 - 201 Williams Avenue		Bayview Police Station - Community Rm	201 Williams Ave	Enter Newhall St Btw Williams & Armstrong Aves	3.4% Slope	7030   	Pct 7030	7030   		3  
2020PRI   	1910	7619 - 1500 Howard St		The Arc San Francisco	1500 Howard Street	Between 11th & 12th Sts	5.8% Slope	7619   	Pct 7619	7619   		3  
2020PRI   	1917	9128 - 441 12th Ave		Firehouse #31	441 12th Ave	Btw Geary Bl & Anza St	2.6% Slope	9128   	Pct 9128	9128   		5  
2020PRI   	1919	9424 - 3601 Noriega St		Hope Evangelical Free Church	3601 Noriega St	Btw 43rd & 44th Ave	4.7% Slope	9424   	Pct 9424	9424   		6  
2020PRI   	1921	7905 - 2929 19th St		Mission Language & Vocational - 2nd Floor Hallway	2929 19th St.	Enter On Florida	0.6% slope at entrance	7905   	Pct 7905	7905   		2  
2020PRI   	1965	7329 - 530 Sansome St		Firehouse #13	530 Sansome St	Btw Clay & Washington	1.8% Slope	7329   	Pct 7329	7329   		2  
2020PRI   	1976	7636 - 36 Bluxome Street		Firehouse #8 - Chief's Bay	36 Bluxome Street	Btw 4th & 5th Sts	5.5% slope	7636   	Pct 7636	7636   		3  
2020PRI   	2001	7048 - 243 Rey Street		Heritage Homes Child & Family - Community Rm	243 Rey St	Corner Of Rey & Towerside	2.8% Slope	7048   	Pct 7048	7048   		3  
2020PRI   	2021	7017 - 1 Cashmere Street		Felton F S A - Multipurpose Rm	1 Cashmere St	At Cashmere & Hudson Sts	6.9% Slope	7017   	Pct 7017	7017   		3  
2020PRI   	2022	7524 - 926 Fillmore Street		Junipero Serra House	926 Fillmore St	Enter Off Fulton Btw Fillmore & Webster	5.0% Slope	7524   	Pct 7524	7524   		2  
2020PRI   	2030	7901 - 1575 15th Street		Marshall Elementary School - Cafeteria	1575 15th St	Enter Capp St Btw 15th & 16th Streets	5% Slope	7901   	Pct 7901	7901   		2  
2020PRI   	2036	1101 - 1 Sgt John V Young		Ingleside Police Station - Community Rm	1 Sgt John V Young	Enter At The Corner Of San Jose Ave	8.3% Slope Ramped Access	1101   	Pct 1101	1101   		1  
2020PRI   	2046	9129 - 4301 Geary Blvd		Church - Park Presidio United Methodist	4301 Geary Blvd	At The Corner Of 7th Avenue	6.8% Slope - Ramped Access	9129   	Pct 9129	9129   		5  
2020PRI   	2055	1116 - 345 Randolph Street		Ocean View Library	345 Randolph St	Btw Victoria & Ramsell	2.1% Slope	1116   	Pct 1116	1116   		1  
2020PRI   	2092	7609 - 246 Eddy Street		Boeddeker Park & Clubhouse - Meeting Room	246 Eddy St	Btw Jones & Taylor	8.2% Slope - Ramped Access	7609   	Pct 7609	7609   		3  
2020PRI   	2094	9743 - 50 Chumasero Drive		Villas Park Merced - Lobby	50 Chumasero Drive	Between Font & Galindo	7.8% Slope	9743   	Pct 9743	9743   		1  
2020PRI   	2097	9423 - 3925 Noriega Street		Sunset Neighborhood Beacon Ctr - Computer Rm	3925 Noriega Street	Between 46th & 47th Avenue	3.0% Slope	9423   	Pct 9423	9423   		6  
2020PRI   	2112	7621 - 26 7th Street		Odd Fellows Building - Lobby	26 7th Street	Between Market & Mission	8.0% Slope	7621   	Pct 7621	7621   		3  
2020PRI   	2148	7325 - 1145 Pacific Avenue		Garage	1145 Pacific Ave	Btw Jones &Taylor	4.3% Slope	7325   	Pct 7325	7325   		2  
2020PRI   	2155	9133 - 1 Loraine Ct		Columbarium	1 Loraine Ct	Off Anza Btw Stanyan St & Arguello Bl	2.4% Slope	9133   	Pct 9133	9133   		5  
2020PRI   	2168	7012 - 700 Pennsylvania Ave		Muni Barn - Room D106	700 Pennsylvania Ave	Btw 22nd & 23rd Sts	4.0% Slope	7012   	Pct 7012	7012   		3  
2020PRI   	2170	7852 - 5157 Diamond Heights Blvd		Casa De Vida Apartments - Garage	5157 Diamond Heights Blvd	Btw Clipper & Duncan Sts	8% Slope	7852   	Pct 7852	7852   		3  
2020PRI   	2171	7849 - 21 Jersey Street		Garage	21 Jersey St	Btw Dolores St & Chattanooga Ave	6.7% Slope	7849   	Pct 7849	7849   		3  
2020PRI   	2172	9703 - 1689 17th Ave		Garage	1689 17th Ave	Between Moraga and Lawton	2% Slope	9703   	Pct 9703	9703   		5  
2020PRI   	2177	7825 - 3750 18th St		Mission High School - Cafeteria	3750 18th St	Enter Dolores St Btw 17th & 18th Sts	6.2% Slope	7825   	Pct 7825	7825   		3  
2020PRI   	2192	7032 - 2111 Jennings St		United Council Of Human Services - Serenity Rm	2111 Jennings St	Btw Van Dyke & Wallace Aves	0.3% Slope	7032   	Pct 7032	7032   		3  
2020PRI   	2194	9404 - 3030 Judah St		S F Korean United Methodist Fellowship	3030 Judah St	Enter On 36th Ave Between Judah And Irving	5.4% Slope	9404   	Pct 9404	9404   		6  
2020PRI   	2195	9416 - 3733 Lawton St		Garage	3733 Lawton St	Between 43rd & 44th Avenues	8.3% Slope	9416   	Pct 9416	9416   		6  
2020PRI   	2207	7959 - 1850 Mission St		Arriba Juntos - Computer Lab	1850 Mission St	Between 14th And 15th Sts.	1.8% Slope	7959   	Pct 7959	7959   		2  
2020PRI   	2236	7345 - 1051 Taylor Street (loc 7336)		Grace Cathedral Church - Conference Rm	1051 Taylor St	Btw Sacramento & California	4.2% Slope	7345   	Pct 7345	7345   		2  
2020PRI   	2241	7948 - 225 Pioche Street		Church - Portola Baptist	225 Pioche St	Btw Harvard & Oxford Sts	4% Slope	7948   	Pct 7948	7948   		2  
2020PRI   	2249	7002 - 299 Vermont Street		Firehouse #29	299 Vermont St	Enter 16th Near Corner Of Vermont	5.8% Slope	7002   	Pct 7002	7002   		3  
2020PRI   	2250	9749 - 218 Granada Avenue		New Providence Baptist Church	218 Granada Avenue	Between Ocean Ave & Holloway	6% Slope	9749   	Pct 9749	9749   		1  
2020PRI   	2252	7045 - 500 Raymond Avenue		John King Senior Community	500 Raymond Ave	Entrance at corner Raymond & Sawyer	8.3% Slope - Ramped Access	7045   	Pct 7045	7045   		3  
2020PRI   	2254	9255 - 2640 Geary Blvd		Muni Barn Classroom C	2640 Geary Blvd	Btw Masonic Ave & Presidio Ave	8.3% Slope	9255   	Pct 9255	9255   		6  
2020PRI   	2255	9422 - 1601 19th Avenue		Cypress At Golden Gate - Lobby	1601 19th Avenue	Enter 19th Ave Btw Lawton & Moraga	6% slope	9422   	Pct 9422	9422   		6  
2020PRI   	2256	9716 - 2560 18th Avenue		Collins Center	2560 18th Avenue	Enter 18th Ave Btw Ulloa & Vicente	8.3% Slope - Ramped Access	9716   	Pct 9716	9716   		5  
2020PRI   	2257	7952 - 2430 San Bruno Avenue		Firehouse #42	2430 San Bruno Ave	Btw Silliman St & Silver Ave	4.7% Slope	7952   	Pct 7952	7952   		2  
2020PRI   	2260	7343 - 1199 Bush Street		Saint Francis Medical - Lower Level Conf Room	1199 Bush St	Enter Btw Hyde & Leavenworth - Do Not Enter Main Hospital	5.9% Slope For 3 Feet	7343   	Pct 7343	7343   		2  
2020PRI   	2267	7916 - 1387 Valencia Street		Synergy School	1387 Valencia St	Btw 24th & 25th Sts	1.7% slope	7916   	Pct 7916	7916   		2  
2020PRI   	2268	1109 - 1099 Capitol Ave		Farragut Center	1099 Capitol Ave	Capitol At Corner Of Holloway	4.3% Slope	1109   	Pct 1109	1109   		1  
2020PRI   	2269	7647 - 850 Ave I  Bldg 497		Ship Shape Community Center	850 Ave I  Bldg 497	Btw 10th & 11th Sts & I & M Aves	5.0% slope	7647   	Pct 7647	7647   		3  
2020PRI   	2270	1118 - 650 Capitol Ave		Minnie & Lovie Rec Center - Ping Pong Room	650 Capitol Ave	Capitol Btw Minerva & Montana	8.3% Slope Ramped Access	1118   	Pct 1118	1118   		1  
2020PRI   	2272	7644 - 225 King Street		Rich Sorro Commons - Lobby	225 King Street	Between 3rd & 4th Sts	1% Slope	7644   	Pct 7644	7644   		3  
2020PRI   	2273	7003 - 500 De Haro Street		St Gregory Church - Rotunda	500 De Haro Street	Btw 18th & Mariposa Sts	5.9% Slope	7003   	Pct 7003	7003   		3  
2020PRI   	2276	7942 - 1000 Tompkins Ave - Bldg  A		Market Heights Apts - Garage	1000 Tompkins Ave - Bldg  A	Btw Putnam & Bradford Sts	8.3% Slope - Ramped Access	7942   	Pct 7942	7942   		2  
2020PRI   	2278	7624 - 125 6th Street		The Rose Hotel - Lobby	125 6th Street	Btw Minna & Mission	1.5% Slope	7624   	Pct 7624	7624   		3  
2020PRI   	2280	9453 - 20 Crestlake Drive		Garage	20 Crestlake Drive	Btw Sloat Blvd & Crestlake Dr	3.0% Slope	9453   	Pct 9453	9453   		4  
2020PRI   	2288	7903 - 36 Hoff St		Dunleavy Plaza	36 Hoff St	Btw 16th & 17th Sts	1.5% Slope	7903   	Pct 7903	7903   		2  
2020PRI   	2296	9103 - 450 30th Ave		Presidio Middle School - Auditorium Lobby	450 30th Ave	Enter Off 30th Ave Btw Clement St & Geary Bl	5% Slope	9103   	Pct 9103	9103   		5  
2020PRI   	2302	7301 - 455 Bay St		Northbeach Place - Community Rm	455 Bay St	Btw Mason & Taylor	4.5% Slope	7301   	Pct 7301	7301   		2  
2020PRI   	2306	7836 - 885 Corbett Ave		Garage - Enter Through Glass Door	885 Corbett Ave	Near Corner Of Hopkins	4.9% Slope	7836   	Pct 7836	7836   		3  
2020PRI   	2310	7607- 555 Ellis St		555 Ellis St Apartments - Community Rm	555 Ellis St	Enter Ellis Btw Hyde & Leavenworth	0.2% Slope	7607   	Pct 7607	7607   		3  
2020PRI   	2312	7915 - 2700 22nd St		Garage	2700 22nd St	Corner Of York & 22nd Sts	8.3% Slope	7915   	Pct 7915	7915   		2  
2020PRI   	2324	7911 - 2291 Bryant St		Garage	2291 Bryant St	Btw 21st & 20th Sts	2.4% Slope	7911   	Pct 7911	7911   		2  
2020PRI   	2334	7642 - 600 The Embarcadero		Delancey Street - Store Space	600 Embarcadero	Between Brannan & Townsend	4.1% slope	7642   	Pct 7642	7642   		3  
2020PRI   	2340	7521 - 710 Masonic Ave		Garage	710 Masonic Ave	Btw Grove & Hayes	5.2% slope	7521   	Pct 7521	7521   		2  
2020PRI   	2353	7548 - 1250 Waller St		Chinese Immersion School - Room 200	1250 Waller St	Enter Off Waller Btw Central & Masonic	6% Slope	7548   	Pct 7548	7548   		2  
2020PRI   	2354	9131 - 450 7th Ave		Richmond Police Station - Community Room	450 7th Ave	Btw Geary Blvd & Anza St	5.6% Slope	9131   	Pct 9131	9131   		5  
2020PRI   	2366	7554 - 1145 Stanyan St		Firehouse #12	1145 Stanyan St	Btw Grattan & Alma	4.6% Slope	7554   	Pct 7554	7554   		2  
2020PRI   	2378	7203- 2412 Polk St		Garage	2412 Polk St	Btw Union & Filbert	1.7% Slope	7203   	Pct 7203	7203   		3  
2020PRI   	2380	9248 - 1765 Van Ness Ave		Store-Relax The Back	1765 Van Ness Ave	Between Clay & Sacramento	3.7% Slope	9248   	Pct 9248	9248   		6  
2020PRI   	2383	9209 - 3632 Fillmore St		Garage	3632 Fillmore St	Btw North Point & Bay Sts	4% Slope	9209   	Pct 9209	9209   		6  
2020PRI   	2392	9431 - 1935 32nd Ave		Firehouse #18	1935 32nd Ave	Between Pacheco & Ortega	4.4% slope	9431   	Pct 9431	9431   		6  
2020PRI   	2397	9252 - 20 Cook St		Sfusd Office - Assembly Room	20 Cook St	Off Geary Blvd.	8.3% slope	9252   	Pct 9252	9252   		6  
2020PRI   	2404	9723 - 207 Skyline Blvd		Pomeroy Recreation & Rehabilitation Ctr.	207 Skyline Blvd	Enter Off Herbst Btw Skyline Blvd & Armory Dr	4.2% Slope	9723   	Pct 9723	9723   		1  
2020PRI   	2413	1111 - 437 Holloway Ave		Garage	437 Holloway Ave	Btw Granada & Miramar	6.3% Slope	1111   	Pct 1111	1111   		1  
2020PRI   	2414	9104 - 463 28th Ave		Garage	463 28th Ave	Between Geary Blvd & Clement St	1.1% Slope	9104   	Pct 9104	9104   		5  
2020PRI   	2418	9707 - 540 Ortega St		Garage	540 Ortega St	Btw 11th Ave &  14th Ave	4.0% Slope	9707   	Pct 9707	9707   		5  
2020PRI   	2427	7534 - 1563 Page St		Urban School Of S. F. - Conference Room	1563 Page St	Btw Masonic & Ashbury	8.3% slope	7534   	Pct 7534	7534   		2  
2020PRI   	2434	7536 - 1168 Page St		Garage	1168 Page St	Btw Baker & Broderick	7% Slope	7536   	Pct 7536	7536   		2  
2020PRI   	2437	7925 - 1580 Valencia St		Monteagle Medical Center - Lobby	1580 Valencia St	Btw Cesar Chavez & Duncan Aves	3% Slope	7925   	Pct 7925	7925   		2  
2020PRI   	2441	7809 - 462 Duboce Ave		Community Room	462 Duboce Ave	Btw Steiner & Fillmore Sts	1.4% Slope	7809   	Pct 7809	7809   		3  
2020PRI   	2443	1127 - 483 Ellington Ave		Garage	483 Ellington Ave	Btw Whipple & Naglee	2.3% Slope	1127   	Pct 1127	1127   		1  
2020PRI   	2445	7036 - 745 Velasco Ave		Saint Phillips Missionary Baptist Church	745 Velasco Ave	Btw Santos & Castillo	6.3% Slope	7036   	Pct 7036	7036   		3  
2020PRI   	2446	7639 - 698 2nd St		S F F D Headquarters	698 2nd St	Corner Of 2nd & Townsend	8.3% Slope Ramped Access	7639   	Pct 7639	7639   		3  
2020PRI   	2452	7931 - 514 Peralta Ave		Garage	514 Peralta Ave	Btw Ripley St & Esmeralda Ave	7.5% Slope	7931   	Pct 7931	7931   		2  
2020PRI   	2453	1136 - 990 Rolph St		Garage	990 Rolph St	End Of Cul DE Sac On Rolph St. - Enter From South Hill	7% slope	1136   	Pct 1136	1136   		1  
2020PRI   	2460	7308 - 1227 Montgomery St		Garage	1227 Montgomery St	Corner Of Montgomery & Montague	6.0% Slope	7308   	Pct 7308	7308   		2  
2020PRI   	2461	7904 - 240 Shotwell St		Mission Neighborhood Health - Confer Rm	240 Shotwell St - 2nd Floor	Btw 16th & 17th Sts	1.6% Slope	7904   	Pct 7904	7904   		2  
2020PRI   	2462	7847 - 358 Jersey St		Garage	358 Jersey St	Btw Noe & Castro Sts	5% Slope	7847   	Pct 7847	7847   		3  
2020PRI   	2468	9223 - 2001 Union St		Union St Plaza - 2nd Floor Lobby	2001 Union St	Btw Buchanan & Webster Sts	8.2% Slope - Ramped Access	9223   	Pct 9223	9223   		6  
2020PRI   	2479	1141 - 263 Maynard St		Garage	263 Maynard St	Btw Congdon St & Gladstone Dr	3% Slope	1141   	Pct 1141	1141   		2  
2020PRI   	2491	9204 - 3760 Webster St		Garage	3760 Webster St	Btw Jefferson St & Marina Bl	4.8% slope	9204   	Pct 9204	9204   		6  
2020PRI   	2494	7707 - 366 Marietta Dr		Garage	366 Marietta Dr	Btw Arroyo Way & Teresita Blvd	3.6% Slope	7707   	Pct 7707	7707   		2  
2020PRI   	2496	7839 - 3753 21st St		Garage	3753 21st St	Btw Noe & Sanchez Sts	8.3% Slope	7839   	Pct 7839	7839   		3  
2020PRI   	2499	7556/57 - 130 Carmel St		Garage	130 Carmel St	Btw Shrader & Cole	2% Slope	7556   	Pct 7556/7557	7556   		2  
2020PRI   	2499	7556/57 - 130 Carmel St		Garage	130 Carmel St	Btw Shrader & Cole	2% Slope	7556   	Pct 7556/7557	7557   		2  
2020PRI   	2500	9203 - 1867 Jefferson St		Garage	1867 Jefferson St	Btw Divisadero & Scott	2.7% Slope	9203   	Pct 9203	9203   		6  
