ElectionAbbr	PollingSiteID	PollingSiteName	TableID	PollingPlaceDesc1	PollingPlaceDesc2	SamBalAddr1	SamBalAddr2	VotingPctID	VotingPctName	PollPlaceRegPctID	PollPlaceRegPctPortion	BallotTypeList
2020PRI   	2515	7918 - 2774 Folsom St		Garage	2774 Folsom St	Btw 23rd & 24th Sts	2% Slope	7918   	Pct 7918	7918   		2  
2020PRI   	2517	9512 - 850 Broderick St		Zygmunt Arendt House-community Rm	850 Broderick St	Enter On Broderick Near Corner Of Golden Gate	1% Slope	9512   	Pct 9512	9512   		5  
2020PRI   	2524	9401 - 1296 La Playa St		Garage	1296 La Playa St	Btw Irving & Lincoln	7.9% Slope	9401   	Pct 9401	9401   		6  
2020PRI   	2532	7821 - 128 Eureka St		Garage	128 Eureka St	Btw 18th & 19th Sts	5.4% Slope	7821   	Pct 7821	7821   		3  
2020PRI   	2533	7705 - 99 Saint Germain Ave		Garage	99 Saint Germain Ave	Corner Of Saint Germain & Glenbrook Aves	3.3% Slope	7705   	Pct 7705	7705   		2  
2020PRI   	2545	7311 - 2200 Larkin St		Garage	2200 Larkin St	Corner Of Larkin & Green	7.1% Slope	7311   	Pct 7311	7311   		2  
2020PRI   	2558	9123 - 551 26th Ave		Firehouse #14	551 26th Ave	Btw Anza St & Geary Blvd	5% Slope	9123   	Pct 9123	9123   		5  
2020PRI   	2559	9235 - 3220 Sacramento St		S F University High Schoo L- Parking Garage	3220 Sacramento St	Btw Lyon & Presidio Sts	6.0% Slope	9235   	Pct 9235	9235   		6  
2020PRI   	2560	9113 - 4620 California St		St James Episcopal Church	4620 California St	Btw 8th & 9th Aves	7.5% Slope	9113   	Pct 9113	9113   		5  
2020PRI   	2563	9238 - 2340 Jackson St		S F Public Montessori School - Auditorium	2340 Jackson St	Enter Off Jackson St  Btw Webster And Fillmore Sts	8.3% Slope - Ramped Access	9238   	Pct 9238	9238   		6  
2020PRI   	2565	7817 - 3527 16th St		Garage	3527 16th St	Btw Prosper & Sanchez Sts	4.2% Slope	7817   	Pct 7817	7817   		3  
2020PRI   	2574	9726- 390 Buckingham Way		Firehouse #19	390 Buckingham Way	Corner of Winston Dr. & Buckingham Way	5.4% Slope	9726   	Pct 9726	9726   		1  
2020PRI   	2583	9239 - 1905 Broadway St		Garage	1905 Broadway St	Between Laguna And Octavia Streets	6.5% Slope	9239   	Pct 9239	9239   		6  
2020PRI   	2584	7829 - 65 Grand View Ave		Garage	65 Grand View Ave	Romain & Grand View Terrace	8.3% Slope	7829   	Pct 7829	7829   		3  
2020PRI   	2586	7844 - 3549 23rd Street		Garage	3549 23rd St	Btw Guerrero & San Jose	1% Slope	7844   	Pct 7844	7844   		3  
2020PRI   	2593	9445 - 2316 Vicente St		Church - Living Water Fellowship	2316 Vicente St	Btw 34th & 35th Ave	4.8% Slope	9445   	Pct 9445	9445   		6  
2020PRI   	2594	9702 - 731 Judah St		Garage	731 Judah St	Btw 12th Ave & Funston	5.2% slope	9702   	Pct 9702	9702   		5  
2020PRI   	2596	7645 - Pier 40 A - the Embarcadero		South Beach Harbor Pier 40 A - Comm Rm	Pier 40 A - The Embarcadero	Embarcadero & King	3.1% Slope	7645   	Pct 7645	7645   		3  
2020PRI   	2603	7907 - 2300 Folsom St		Firehouse #7	2300 Folsom St	Corner Folsom & 19th Sts	2.2% slope	7907   	Pct 7907	7907   		2  
2020PRI   	2604	9729- 32 San Jacinto Way		Garage	32 San Jacinto Way	Btw Santa Paula & San Felipe	6% Slope	9729   	Pct 9729	9729   		1  
2020PRI   	2613	9752 - 526 Flood Ave		Garage	526 Flood Ave	Btw Gennesse & Phelan	5.1% Slope	9752   	Pct 9752	9752   		1  
2020PRI   	2619	7615 - 111 Jones St		Community Room	111 Jones St	Corner Of Jones & Golden Gate	8.3%  Slope - Ramped Access	7615   	Pct 7615	7615   		3  
2020PRI   	2623	1148 - 542 Moscow St		Garage	542 Moscow St	Btw Russia & Persia	2.5% Slope	1148   	Pct 1148	1148   		2  
2020PRI   	2624	7019 - 1887 Palou Ave		Garage	1887 Palou Ave	Btw Quint & Phelps Sts	6.1% Slope	7019   	Pct 7019	7019   		3  
2020PRI   	2627	9711 - 1816 Funston Ave		Garage	1816 Funston Ave	Btw Pacheco & Aerial	6.3% Slope	9711   	Pct 9711	9711   		5  
2020PRI   	2628	9434 - 2074 47th Ave		Garage	2074 47th Ave	Btw Quintara & Pacheco	0.8% Slope	9434   	Pct 9434	9434   		6  
2020PRI   	2631	9243 - 3150 Sacramento St		Presidio Library - Program Room	3150 Sacramento St	Btw Lyon & Baker	8.3% Slope - Ramped Access	9243   	Pct 9243	9243   		6  
2020PRI   	2632	7005 - 1490 19th St		St Teresa Of Avila Church - Sammon Hall	1490 19th St	Enter On Connecticut Btw 18th & 19th Sts	4.2% Slope	7005   	Pct 7005	7005   		3  
2020PRI   	2633	1115 - 446 Randolph St		I. T. Bookman Comm Ctr - Mult Purpose Rm	446 Randolph St	Corner Of Arch & Randolph	8.3% Slope - Ramped Access	1115   	Pct 1115	1115   		1  
2020PRI   	2636	9413 - 1342 41st Ave		Garage	1342 41st Ave	Btw Irving & Judah	3.8% slope	9413   	Pct 9413	9413   		6  
2020PRI   	2651	7522 - 715 Scott St		Garage	715 Scott St	Btw Grove & Fulton	2.6% Slope	7522   	Pct 7522	7522   		2  
2020PRI   	2660	7841 - 3531 22nd St		School - Edison Charter- Auditorium	3531 22nd St	Enter 22nd St Btw Dolores Ave & Chattanooga St	1.5% Slope	7841   	Pct 7841	7841   		3  
2020PRI   	2662	7339 - 1300 Polk St		First Congregational Church Of S F	1300 Polk St	Corner Of Bush & Polk	2.0% Slope	7339   	Pct 7339	7339   		2  
2020PRI   	2663	9442 - 3595 Taraval St		Bnai Emunah Synagogue	3595 Taraval St	Corner Of Taraval & 46th Ave	5.9% Slope	9442   	Pct 9442	9442   		6  
2020PRI   	2673	7537 - 305 Scott St		Garage	305 Scott St	Between Page & Oak	3.2% slope	7537   	Pct 7537	7537   		2  
2020PRI   	2674	9737 - 390 Melrose Ave		Garage	390 Melrose Ave	Corner Of Gennessee & Melrose	6.4% Slope	9737   	Pct 9737	9737   		1  
2020PRI   	2676	7937 - 1419 Cortland Ave		Garage	1419 Cortland Ave	Btw Bradford & Nebraska Sts	6.6% Slope	7937   	Pct 7937	7937   		2  
2020PRI   	2677	7801 - 245 Upper Terrace		Garage	245 Upper Terrace	South West Of Clifford Terrace	0.8% Slope	7801   	Pct 7801	7801   		3  
2020PRI   	2679	7902 - 1855 Folsom St		U C S F Mission Center - Confer Rm #126	1855 Folsom St	Entrance On 15th St Btw Folsom & Harrison Sts	8.3% Slope - Ramped Access	7902   	Pct 7902	7902   		2  
2020PRI   	2682	9436 - 2831 Rivera St		Garage	2831 Rivera St	Btw 39th Ave & 38th Ave	8.3% Slope	9436   	Pct 9436	9436   		6  
2020PRI   	2685	7539 - 628 Haight St		Garage	628 Haight St	Btw Steiner & Pierce	5.6% Slope	7539   	Pct 7539	7539   		2  
2020PRI   	2692	9242 - 1901 Franklin St		Golden Gate Church - Garage	1901 Franklin St	Enter Off Clay St Btw Franklin & Gough	8.3% Slope	9242   	Pct 9242	9242   		6  
2020PRI   	2694	9212 - 1800 Chestnut St		Moscone Rec Ctr - Community Room	1800 Chestnut St	Intersection Of Chestnut & Buchanan Sts	8.2% Slope - Ramped Access	9212   	Pct 9212	9212   		6  
2020PRI   	2695	7205 - 1166 Filbert St		Garage	1166 Filbert St	Btw Hyde & Leavenworth	4.6% Slope	7205   	Pct 7205	7205   		3  
2020PRI   	2699	9448 - 2477 21st Ave		Garage	2477 21st Ave	Btw Ulloa & Taraval St	5.1% slope	9448   	Pct 9448	9448   		6  
2020PRI   	2700	7708 - 33 Bella Vista Way		Garage	33 Bella Vista Way	Enter Btw Teresita & Gaviota	2.5% Slope	7708   	Pct 7708	7708   		2  
2020PRI   	2710	7845 - 4323 23rd St		Garage	4323 23rd St	Btw Hoffman & Douglass St	7.1% Slope	7845   	Pct 7845	7845   		3  
2020PRI   	2717	9408 - 1319 20th Ave		Northern Tiger Kenpo - Studio	1319 20th Ave	Btw Irving & Judah	8.1% Slope	9408   	Pct 9408	9408   		6  
2020PRI   	2718	9755 - 122 Hearst Ave		Garage	122 Hearst Ave	Btw Baden & Congo	3.2% Slope	9755   	Pct 9755	9755   		1  
2020PRI   	2719	9231 - 28 6th Ave		Garage	28 6th Ave	Cross Street Lake St	5.2% Slope For 2 Feet	9231   	Pct 9231	9231   		6  
2020PRI   	2724	7013 - 654 Minnesota St		U C S F - Lobby	654 Minnesota St	Btw 18th & 19th Sts	4.5% Slope	7013   	Pct 7013	7013   		3  
2020PRI   	2725	7646 - 1505 4th St		U C S F Housing - Comm Room	1505 4th St	Enter off Nelson Rising Lane Btw 3rd & 4th Sts	4.9% Slope	7646   	Pct 7646	7646   		3  
2020PRI   	2728	7814 - 390 Valencia St		Valencia Gardens - Community Room	390 Valencia St	Enter Off Valencia At The Corner Of 15th St	2% slope	7814   	Pct 7814	7814   		3  
2020PRI   	2735	7643 - 225 Berry St		Mission Creek Senior - Comm Room	225 Berry St	Enter off Berry St btw 4th & 5th Sts	2.6% Slope	7643   	Pct 7643	7643   		3  
2020PRI   	2741	9114 - 350 10th Ave		Library - Richmond Branch - Program Room	350 10th Ave	Enter Off 10th Btw Geary & Clement Sts	3.2% Slope	9114   	Pct 9114	9114   		5  
2020PRI   	2742	9125 - 484 21st Ave		Garage	484 21st Ave	Btw Anza St & Geary Bl	8% Slope	9125   	Pct 9125	9125   		5  
2020PRI   	2751	7632 - 934 Brannan St		Soma Arts Cultural Center - Kitchen Space	934 Brannan St	Btw 8th and 9th Sts	8.3% Slope - Ramped Access	7632   	Pct 7632	7632   		3  
2020PRI   	2763	7315 - 1630 Stockton St		S F Italian Athletic Club - Upstairs Function Room	1630 Stockton St	Btw Union & Filbert St	1.1% Slope	7315   	Pct 7315	7315   		2  
2020PRI   	2764	7525 - 608 Hayes St		Neighborhood Baptist Church - Confer Rm	608 Hayes St	Btw Laguna & Buchanan	2.6% Slope	7525   	Pct 7525	7525   		2  
2020PRI   	2773	7028 - 1601 Lane St		Bayview Y M C A	1601 Lane St	Btw Revere Ave & Lane St	4.4% Slope	7028   	Pct 7028	7028   		3  
2020PRI   	2779	7604 - 516 Ofarrell St		Crosby Hotel - Activity Room	516 O'Farrell St	Btw Jones & Leavenworth	7.9% Slope	7604   	Pct 7604	7604   		3  
2020PRI   	2780	9143 - 626 20th Ave		Garage	626 20th Ave	Btw Balboa & Cabrillo Sts	1% slope	9143   	Pct 9143	9143   		5  
2020PRI   	2781	9233- 3820 Washington St		Garage	3820 Washington St	Btw Maple And Cherry Sts	1% Slope	9233   	Pct 9233	9233   		6  
2020PRI   	2795	7332 - 1751 Sacramento St		Old First Presbyterian Church - Fellowship Hall	1751 Sacramento St	Btw Polk St & Van Ness	8.3% Slope	7332   	Pct 7332	7332   		2  
2020PRI   	2796	7853 - 829 Duncan St		Garage	829 Duncan St	Btw Diamond Heights Blvd & Douglass St	8.2% Slope	7853   	Pct 7853	7853   		3  
2020PRI   	2799	7326 - 1135 Powell St		Chinatown Branch Library - Comm Rm	1135 Powell St	Btw Jackson St. & Washington St.	6.2% Slope	7326   	Pct 7326	7326   		2  
2020PRI   	2801	9519 - 233 Judah St		Garage	233 Judah St	Btw 7th and 8th Avenues	8.3% Slope	9519   	Pct 9519	9519   		5  
2020PRI   	2805	7316 - 1630 Stockton St (loc 7315)		S F Italian Athletic Club - Upstairs Function Room	1630 Stockton St	Btw Union & Filbert St	1.1% Slope	7316   	Pct 7316	7316   		2  
2020PRI   	2806	7551 - 165 Grattan St (loc 7555)		Grattan Elementary School - Auditorium	165 Grattan St	Btw Cole & Shrader	5.6% Slope - Ramped Access	7551   	Pct 7551	7551   		2  
2020PRI   	2817	9202 - 218 Lincoln Blvd		Firehouse #51	218 Lincoln Blvd	Enter Off Graham Btw Lincoln Bl & French CT	5.0% Slope	9202   	Pct 9202	9202   		6  
2020PRI   	2818	9701 - 1439 18th Avenue		Garage	1439 18th Ave	Between Judah And Kirkham	5% Slope At Entrance	9701   	Pct 9701	9701   		5  
2020PRI   	2822	7038 - 1701 Visitacion Ave		Coffman Pool - Lobby	1701 Visitacion Ave	Enter Off Visitacion Near The Corner Of Hahn	3.0% Slope	7038   	Pct 7038	7038   		3  
2020PRI   	2835	9451 - 2715 35th Ave		Garage	2715 35th Ave	Btw Wawona & Yorba	3.5% Slope	9451   	Pct 9451	9451   		6  
2020PRI   	2854	9518 - 1199 9th Ave (loc 9514)		County Fair Building - Gallery	1199 9th Ave	Between Lincoln & MLK Drive	4.9% Slope	9518   	Pct 9518	9518   		5  
2020PRI   	2864	7606 - 650 Eddy St		Arnet Watson Apartments - Lobby	650 Eddy St	Btw Larkin & Polk	1.3% Slope	7606   	Pct 7606	7606   		3  
2020PRI   	2865	7618 - 170 Otis St		Human Services Agency - Born Auditorium	170 Otis St	Enter Off Otis Btw Duboce And McCoppin	6.1% Slope	7618   	Pct 7618	7618   		3  
2020PRI   	2866	7623 - 175 7th Street		West Bay Pilipino Multi Service Center	175 7th Street	Btw Mission & Howard	1.9% Slope	7623   	Pct 7623	7623   		3  
2020PRI   	2869	7854 - 4132 26th St		Garage	4132 26th St	Btw Noe & Castro	6.6% Slope	7854   	Pct 7854	7854   		3  
2020PRI   	2870	7712 - 236 Monterey Blvd		Sunnyside Conservatory	236 Monterey Blvd	Btw Baden & Congo Sts	8.3% Slope - Ramped Access	7712   	Pct 7712	7712   		2  
2020PRI   	2873	9406 - 2625 Lincoln Way		Garage	2625 Lincoln Way	Btw 27th And 28th Aves	8.0% Ramped Access	9406   	Pct 9406	9406   		6  
2020PRI   	2878	9418 - 3240 Lawton St		Garage	3240 Lawton St	Btw 38th Ave And 39th Ave	7.6% Slope	9418   	Pct 9418	9418   		6  
2020PRI   	2884	7866 - 43 Ora Way		Goldmine Hill Homeowners Assoc - Rec Rm	43 Ora Way	Btw Goldmine & Topaz	5% Slope	7866   	Pct 7866	7866   		3  
2020PRI   	2893	7912 - 3134 22nd St		Hua Zang Si - Temple	3134 22nd St	Btw S Van Ness Ave & Capp St	7.6% Slope - Ramped Access	7912   	Pct 7912	7912   		2  
2020PRI   	2900	1124 - 155 Sadowa St		Garage	155 Sadowa St	Btw Capital & Plymouth	7.6% Slope	1124   	Pct 1124	1124   		1  
2020PRI   	2904	7506 - 1480 Ellis St - (loc 7507)		Full Gospel S F Church	1480 Ellis St	At Webster	7.9% Slope Ramped Access	7506   	Pct 7506	7506   		2  
2020PRI   	2905	7617 - 44 Mcallister St		Civic Center Residence - Front Lobby	44 McAllister St	Enter Btw Jones & Leavenworth	1.6% Slope	7617   	Pct 7617	7617   		3  
2020PRI   	2907	7035 - 729 Kirkwood Ave		Wu Yee Children's Services	729 Kirkwood Ave	Btw Earl & Dormitory - Enter Ramp On Right	8.3% Slope - Ramped Access	7035   	Pct 7035	7035   		3  
2020PRI   	2908	7906 -2248 Mission St		Beauty Salon	2248 Mission St	Btw 18th & 19th Sts	5.8% Slope	7906   	Pct 7906	7906   		2  
2020PRI   	2912	1126 - 2850 Alemany Blvd		Spanish Cultural Center	2850 Alemany Blvd	Enter Off Farragut At Alemany	8.3% Slope	1126   	Pct 1126	1126   		1  
2020PRI   	2916	9152 - 2335 Golden Gate Ave		Memorial Gym - North Lobby	2335 Golden Gate Ave	Btw Kittredge & Roselyn Ter	4.5% Slope	9152   	Pct 9152	9152   		5  
2020PRI   	2929	9229 - 38 20th Ave		Garage	38 20th Ave	Off Lake St	6.0% Slope	9229   	Pct 9229	9229   		6  
2020PRI   	2931	7052 - 333 Tunnel Ave		Korean First Presbyterian Church	333 Tunnel Ave	Cross Street Lathrop Ave	3.5 %slope	7052   	Pct 7052	7052   		3  
2020PRI   	2934	1119 - 24 Josiah Ave		Garage	24 Josiah Ave	Btw Howth St & Lakeview Ave	4.7% Slope	1119   	Pct 1119	1119   		1  
2020PRI   	2939	7001 - 2450 17th St		S G I - U S A Soka Gakkai - Rm 1a	2450 17th St	Enter Off Hampshire St Near 17th St	8.3% Slope - Ramped Access	7001   	Pct 7001	7001   		3  
2020PRI   	2940	7004 - 655 De Haro Street		S F International High School - Lobby	655 De Haro St	Enter Off DE Haro Between 18th & 19th Sts	6.4% Slope	7004   	Pct 7004	7004   		3  
2020PRI   	2941	7006 - 2641 25th Street		Bryant Elementary School - Front Lobby	2641 25th St	Btw San Bruno Ave & Utah St	1.0 % Slope	7006   	Pct 7006	7006   		3  
2020PRI   	2942	7042 - 3560 San Bruno Ave		New Greater Prosperity Church - Sanctuary	3560 San Bruno Ave	Btw Harkness & Wilde	6.4% Slope	7042   	Pct 7042	7042   		3  
2020PRI   	2948	7313 - 840 Broadway St		Jean Parker Elementary School - Multi Purpose Room	840 Broadway St	Btw Powell & Mason	8.3% Slope - Ramped Access	7313   	Pct 7313	7313   		2  
2020PRI   	2952	7337 - 1199 Mason St		Chinese Recreation Center - Lobby	1199 Mason St	Enter At Corner Of Mason And Washington	2.7% Slope	7337   	Pct 7337	7337   		2  
2020PRI   	2957	7622 - 1010 Mission Street		Bayanihan Community Center - Hall	1010 Mission Street	Between 6th St And 7th Sts	5.5% Slope	7622   	Pct 7622	7622   		3  
2020PRI   	2963	7858 - 1220 Valencia St		Templo Da La Fe - Church Lobby	1220 Valencia St	Btw 23rd & 24th Sts	1% Slope	7858   	Pct 7858	7858   		3  
2020PRI   	2969	9118 - 550 37th Ave		Library - Anza Branch - Program Room	550 37th Ave	Btw Geary Blvd & Anza St	5.6% Slope	9118   	Pct 9118	9118   		5  
2020PRI   	2974	9256 - 2520 Bush St (loc 9254)		7th Day Adventist Church - Imani Center	2520 Bush Street	Between Divisadero St & Scott St	1.3% Slope	9256   	Pct 9256	9256   		6  
2020PRI   	2976	9506 - 1150 Scott St		Robert B Pitts - Community Room	1150 Scott St	Btwn Eddy & Turk	8.3% Slope	9506   	Pct 9506	9506   		5  
2020PRI   	2985	7848 - 990 Church St		School - Dolores Huerta - Room 4	990 Church St	Btw 22nd St & Hill Sts	8.0 % Slope	7848   	Pct 7848	7848   		3  
2020PRI   	2988	1131 - 666 Morse St		Garage	666 Morse St	Btw Lowell & Guttenberg	6.3% Slope	1131   	Pct 1131	1131   		1  
2020PRI   	2992	7547 -1525 Waller St (loc 7546)		Waller Center	1525 Waller St	Btw Clayton & Belvedere	5.5% Slope	7547   	Pct 7547	7547   		2  
2020PRI   	3001	7873 - 126 Chenery St		Garage	126 Chenery St	Btw Randell & Fairmont Sts	4.2% Slope	7873   	Pct 7873	7873   		3  
2020PRI   	3009	7628 - 1346 Folsom St		Tenderloin Neighborhood Develop - Lobby	1346 Folsom St	Btw 9th St And Dore St	2.2% Slope	7628   	Pct 7628	7628   		3  
2020PRI   	3015	9503/04 - 1550 Scott St		Western Addition Library - Program Rm	1550 Scott St	Btw Post St & Geary Blvd	4.3% Slope	9503   	Pct 9503/9504	9503   		5  
2020PRI   	3015	9503/04 - 1550 Scott St		Western Addition Library - Program Rm	1550 Scott St	Btw Post St & Geary Blvd	4.3% Slope	9503   	Pct 9503/9504	9504   		5  
2020PRI   	3018	7334 - 1751 Sacramento St (loc 7332)		Old First Presbyterian Church - Fellowship Hall	1751 Sacramento St	Btw Polk St & Van Ness Ave	8.3% Slope	7334   	Pct 7334	7334   		2  
2020PRI   	3020	9751 - 1298 Ocean Ave		Ingleside Branch Library - Program Room	1298 Ocean Ave	Btw Plymouth And Brighton Aves	1.7% Slope	9751   	Pct 9751	9751   		1  
2020PRI   	3026	7346 - 1082 Post St		1082 Post Street Apartments	1082 Post St	Btw Polk & Larkin	1.2% Slope	7346   	Pct 7346	7346   		2  
2020PRI   	3027	1121 - 2850 Alemany Blvd (loc 1126)		Spanish Cultural Center	2850 Alemany Blvd	Enter Off Farragut At Alemany	8.3% Slope	1121   	Pct 1121	1121   		1  
2020PRI   	3028	7637 - 425 1st Street		Rincon Hill Apartment Bldg - Lobby	425 1st Street	At Harrison Street	0.8% Slope	7637   	Pct 7637	7637   		3  
2020PRI   	3029	9137 - 6220 Fulton St		Garage	6220 Fulton St	Btw 38th & 39th Aves	3.8% Slope	9137   	Pct 9137	9137   		5  
2020PRI   	3030	1146 - 5051 Mission St		5051 Mission - Hall Of Mirrors	5051 Mission St	Between Amazon & Italy	2.4% Slope	1146   	Pct 1146	1146   		2  
2020PRI   	3035	7926- 28 Mirabel Avenue		Garage	28 Mirabel Ave	Btw Coso Ave & Shotwell St	8.3% Slope	7926   	Pct 7926	7926   		2  
2020PRI   	3037	9141 - 855 27th Ave		Fulton Playground - Fieldhouse	855 27th Ave	Btw Fulton & Cabrillo Sts	4.6% Slope	9141   	Pct 9141	9141   		5  
2020PRI   	3052	7348 - 450 Sutter Street		450 Sutter Building - Mayan Room 310	450 Sutter St	Btw Powell & Stockton	3.6% Slope	7348   	Pct 7348	7348   		2  
2020PRI   	3055	9421 - 2201 Lawton St.		Sunset Recreation Ctr. - Club Room B	2201 Lawton St.	Enter At Corner Of Lawton & 28th Ave	5.4% Slope	9421   	Pct 9421	9421   		6  
2020PRI   	3059	7024 - 1101 Fairfax Ave		Hunters View - Community Rm	1101 Fairfax Ave	Enter On Fairfax Ave Near Acacia Ave	2.9 % Slope	7024   	Pct 7024	7024   		3  
2020PRI   	3068	1145 - 950 Avalon Ave		Swaminarayan Temple - Lobby	950 Avalon Ave	At Corner Of LA Grande Ave	2.0 % Slope	1145   	Pct 1145	1145   		2  
2020PRI   	3077	7635 - 615 7th Street		Hoogasian Flowers - Display Area	615 7th St	Btw Townsend & Brannan	8.3% Ramped Access	7635   	Pct 7635	7635   		3  
2020PRI   	3084	9149 - 278 Willard North St		Garage	276 Willard North St	Btw Golden Gate Ave & Mcallister St	6.4% Slope	9149   	Pct 9149	9149   		5  
2020PRI   	3093	9717 - 2243 14th Ave		Garage	2243 14th Ave	Btw Rivera And Santiago	7.5% Slope At Entrance	9717   	Pct 9717	9717   		5  
2020PRI   	3095	9735 - 112 Robinhood Drive		Garage	112 Robinhood Drive	Cross Street Lansdale Ave	3.9% Slope	9735   	Pct 9735	9735   		1  
2020PRI   	3106	7053 - 150 Executive Park Blvd		Office Building - 1st Floor Conf Room	150 Executive Park Blvd, Suite 4000	Enter Rear Parking Lot Btw Thomas Mellon & Candlestick Cove	7.2% Slope	7053   	Pct 7053	7053   		3  
2020PRI   	3110	1108 - 583 Victoria Street		Garage	583 Victoria St	Enter Btw Holloway Ave & Garfield St	7.1% Slope	1108   	Pct 1108	1108   		1  
2020PRI   	3124	7834 - 3590 19th St.		Apartamentos De La Esperanza - Comm Room	3590 19th St.	Btw Guerrero St & Linda St	2.7% Slope	7834   	Pct 7834	7834   		3  
2020PRI   	3139	9444 - 2650 42nd Ave (loc 9443)		School - Ulloa - Gymnasium	2650 42nd Ave	Enter Off Vicente Between 41st & 42nd Ave.	8.3% Slope - Ramped Access	9444   	Pct 9444	9444   		6  
2020PRI   	3143	9414 - 1570 31st Ave (loc 9419)		Lawton School - Auditorium	1570 31st Ave	Enter Off Lawton Between 30th And 31st Ave	5.0% Slope	9414   	Pct 9414	9414   		6  
2020PRI   	3153	7303 - 850 Columbus Ave - (loc 7307)		North Beach Library - Community Rm	850 Columbus Ave	Btw Lombard & Greenwich Sts	0.6 % Slope	7303   	Pct 7303	7303   		2  
2020PRI   	3162	9213 - 1259 Bay Street		Garage	1259 Bay St	Enter Btw Gough & Franklin Sts	0.8% Slope At Entrance	9213   	Pct 9213	9213   		6  
2020PRI   	3163	9227 - 211 27th Avenue		Garage (on Left Side)	211 27th Ave	Btw Lake & California Sts	6.8% Slope	9227   	Pct 9227	9227   		6  
2020PRI   	3167	9405 - 1330 29th Ave		Garage	1330 29th Ave	Btw Irving & Judah	5% Slope	9405   	Pct 9405	9405   		6  
2020PRI   	3171	9712 - 250 Laguna Honda Blvd		Church Lobby	250 Laguna Honda Blvd	Enter Off Laguna Honda Between Plaza And Clarendon	8.3% Slope - Ramped Access	9712   	Pct 9712	9712   		1  
2020PRI   	3181	1103 - 2 San Gabriel Avenue		Garage	2 San Gabriel Ave	Btw Capistrano & Santa Rosa	5.0% Slope	1103   	Pct 1103	1103   		1  
2020PRI   	3187	7934 - 3469 Mission St		S F Taekwondo Center	3469 Mission St	Btw Kingston St & Cortland Ave	5.7% Slope	7934   	Pct 7934	7934   		2  
2020PRI   	3188	7875 - 68 Park St		Garage	68 Park St	Btw Mission & Dead End Of Park	5.6% Slope	7875   	Pct 7875	7875   		3  
2020PRI   	3189	7626 - 201 3rd St.		Starbucks Cafe	201 3rd St.	Btw Howard And Folsom	4.4% Slope	7626   	Pct 7626	7626   		3  
2020PRI   	3191	9119 - 687 40th Ave		Garage	687 40th Ave	Btw Balboa & Anza Sts	4.2% Slope	9119   	Pct 9119	9119   		5  
2020PRI   	3193	9438 - 2162 24th Ave (loc. 9439)		Abraham Lincoln School - Teachers' Lounge	2162 24th Ave	Between Rivera & Quintara	4.7% Slope	9438   	Pct 9438	9438   		6  
2020PRI   	3208	9452 - 2695 19th Ave		Sava Pool - Multipurpose Room	2695 19th Ave	Corner Of 19th Ave & Wawona	5.0 % Slope	9452   	Pct 9452	9452   		6  
2020PRI   	3209	9205 - 1526 Francisco		Garage	1526 Francisco St	Btw Octavia & Laguna Sts	1.5% Slope	9205   	Pct 9205	9205   		6  
2020PRI   	3211	9109 - 249 17th Ave (loc 9108)		Garage	249 17th Ave	Between California And Clement	0.6% Slope	9109   	Pct 9109	9109   		5  
2020PRI   	3212	7803 - 38 Ord St		Garage	38 Ord St	Btw 17th St & Ord CT	1.8% Slope	7803   	Pct 7803	7803   		3  
2020PRI   	3214	7629 - 1028 Howard St (loc 7623)		Mercy Housing - Community Room	1028 Howard St	Btw Russ St & 6th St	2.5% Slope	7629   	Pct 7629	7629   		3  
2020PRI   	3216	7874 - 130 Milton St		Garage	130 Milton St.	Btw Bosworth St. & Mirando Way	6.5 % Slope	7874   	Pct 7874	7874   		3  
2020PRI   	3220	1125 - 8 Capitol Ave		Firehouse #33	8 Capitol Ave	Btw Sagamore And End Of Capitol Ave	7.8% Slope Ramped Access	1125   	Pct 1125	1125   		1  
2020PRI   	3222	7529 - 1035 Hayes St		Garage	1035 Hayes St	Btw Steiner & Pierce	8.1% Slope At Right Side Of Garage	7529   	Pct 7529	7529   		2  
2020PRI   	3226	7031 - 1728 Bancroft Ave		3rd St Youth Center	1728 Bancroft Ave	Enter Bancroft Btw 3rd St & Mendell St	2.6% Slope	7031   	Pct 7031	7031   		3  
2020PRI   	3231	7625 - 701 Mission St		Yerba Buena Center For The Arts - Grand Lobby	701 Mission St	Enter Mission St. Near 3rd St	7.9% Slope - Ramped Access	7625   	Pct 7625	7625   		3  
2020PRI   	3234	7709 - 682 Monterey Blvd		Garage	682 Monterey Blvd	Btw Foerster & Gennessee	7.1% Slope	7709   	Pct 7709	7709   		2  
2020PRI   	3240	9211 - 3201 Baker St (loc 9206)		Garage	3201 Baker St	Corner Of Francisco & Baker Sts	5.8% Slope	9211   	Pct 9211	9211   		6  
2020PRI   	3242	7321 - 1430 Mason St		True Sunshine Episcopal Church - Garage	1430 Mason St.	Btw Broadway And Pacific Ave	8.3% Slope For 4 feet	7321   	Pct 7321	7321   		2  
2020PRI   	3244	9221 - 2835 Broadway St		Garage	2835 Broadway St	Btw Baker & Broderick Sts	8.3% Slope	9221   	Pct 9221	9221   		6  
2020PRI   	3246	7051 - 201 Leland Ave		Visitacion Valley Branch Library	201 Leland Ave	Btw Cora & Rutland Sts	8.3% Slope - Ramped Access	7051   	Pct 7051	7051   		3  
